Image,Cells,Conversion,Organoid,Cell,Length,sheath.type,Number,Bridge.length,Chain.length,Cell.type,CellID,OrgID,FREQ.SHEATH,Tot.length
Image7,Cso2,Conv_6,Org_3,Cell_5,206.485,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_5,Cso2.Conv_6.Org_3,8,1224.878
Image7,Cso2,Conv_6,Org_3,Cell_5,127.715,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_5,Cso2.Conv_6.Org_3,8,1224.878
Image7,Cso2,Conv_6,Org_3,Cell_5,120.839,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_5,Cso2.Conv_6.Org_3,8,1224.878
Image7,Cso2,Conv_6,Org_3,Cell_5,139.488,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_5,Cso2.Conv_6.Org_3,8,1224.878
Image7,Cso2,Conv_6,Org_3,Cell_5,97.121,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_5,Cso2.Conv_6.Org_3,8,1224.878
Image7,Cso2,Conv_6,Org_3,Cell_5,183.2,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_5,Cso2.Conv_6.Org_3,8,1224.878
Image7,Cso2,Conv_6,Org_3,Cell_5,149.378,Non-Bridged sheaths sheaths,7,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_5,Cso2.Conv_6.Org_3,8,1224.878
Image7,Cso2,Conv_6,Org_3,Cell_5,200.652,Non-Bridged sheaths sheaths,8,NA,,OLs without bridges,Cso2.Conv_6.Org_3.Cell_5,Cso2.Conv_6.Org_3,8,1224.878
Image7,Cso2,Conv_6,Org_3,Cell_6,176.624,Non-Bridged sheaths sheaths,1,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,117.27,Non-Bridged sheaths sheaths,2,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,88.18,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,86.412,Anchoring sheaths,4,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,16.965,Bridged sheaths,5,6.416,103.377,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,6.416,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,103.377,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,162.628,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,100.325,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,99.02,Anchoring sheaths,8,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,50.497,Bridged sheaths,9,8.899,149.517,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,8.899,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,149.517,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,127.815,Non-Bridged sheaths sheaths,10,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,57.084,Non-Bridged sheaths sheaths,11,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,78.548,Non-Bridged sheaths sheaths,12,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,45.209,Anchoring sheaths,13,NA,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,49.273,Bridged sheaths,14,1.924,94.482,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,1.924,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image7,Cso2,Conv_6,Org_3,Cell_6,94.482,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_3.Cell_6,Cso2.Conv_6.Org_3,14,1255.85
Image8,Cso2,Conv_6,Org_4,Cell_1,181.075,Anchoring sheaths,1,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_1,Cso2.Conv_6.Org_4,6,886.87
Image8,Cso2,Conv_6,Org_4,Cell_1,84.387,Bridged sheaths,2,6.371,265.462,OLs with bridges,Cso2.Conv_6.Org_4.Cell_1,Cso2.Conv_6.Org_4,6,886.87
Image8,Cso2,Conv_6,Org_4,Cell_1,6.371,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_1,Cso2.Conv_6.Org_4,6,886.87
Image8,Cso2,Conv_6,Org_4,Cell_1,265.462,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_1,Cso2.Conv_6.Org_4,6,886.87
Image8,Cso2,Conv_6,Org_4,Cell_1,181.636,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_1,Cso2.Conv_6.Org_4,6,886.87
Image8,Cso2,Conv_6,Org_4,Cell_1,151.918,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_1,Cso2.Conv_6.Org_4,6,886.87
Image8,Cso2,Conv_6,Org_4,Cell_1,136.137,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_1,Cso2.Conv_6.Org_4,6,886.87
Image8,Cso2,Conv_6,Org_4,Cell_1,151.717,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_1,Cso2.Conv_6.Org_4,6,886.87
Image9,Cso2,Conv_6,Org_4,Cell_6,147.46,Non-Bridged sheaths sheaths,1,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_6,Cso2.Conv_6.Org_4,8,966.346
Image9,Cso2,Conv_6,Org_4,Cell_6,149.883,Non-Bridged sheaths sheaths,2,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_6,Cso2.Conv_6.Org_4,8,966.346
Image9,Cso2,Conv_6,Org_4,Cell_6,126.73,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_6,Cso2.Conv_6.Org_4,8,966.346
Image9,Cso2,Conv_6,Org_4,Cell_6,123.889,Anchoring sheaths,4,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_6,Cso2.Conv_6.Org_4,8,966.346
Image9,Cso2,Conv_6,Org_4,Cell_6,32.309,Bridged sheaths,5,1.62,156.198,OLs with bridges,Cso2.Conv_6.Org_4.Cell_6,Cso2.Conv_6.Org_4,8,966.346
Image9,Cso2,Conv_6,Org_4,Cell_6,1.62,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_6,Cso2.Conv_6.Org_4,8,966.346
Image9,Cso2,Conv_6,Org_4,Cell_6,156.198,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_6,Cso2.Conv_6.Org_4,8,966.346
Image9,Cso2,Conv_6,Org_4,Cell_6,100.98,Bridged sheaths,6,1.62,224.869,OLs with bridges,Cso2.Conv_6.Org_4.Cell_6,Cso2.Conv_6.Org_4,8,966.346
Image9,Cso2,Conv_6,Org_4,Cell_6,1.62,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_6,Cso2.Conv_6.Org_4,8,966.346
Image9,Cso2,Conv_6,Org_4,Cell_6,224.869,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_6,Cso2.Conv_6.Org_4,8,966.346
Image9,Cso2,Conv_6,Org_4,Cell_6,119.24,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_6,Cso2.Conv_6.Org_4,8,966.346
Image9,Cso2,Conv_6,Org_4,Cell_6,165.855,Non-Bridged sheaths sheaths,8,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_6,Cso2.Conv_6.Org_4,8,966.346
Image9,Cso2,Conv_6,Org_4,Cell_2,163.335,Anchoring sheaths,1,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_2,Cso2.Conv_6.Org_4,7,730.47
Image9,Cso2,Conv_6,Org_4,Cell_2,40.558,Bridged sheaths,2,3.284,203.893,OLs with bridges,Cso2.Conv_6.Org_4.Cell_2,Cso2.Conv_6.Org_4,7,730.47
Image9,Cso2,Conv_6,Org_4,Cell_2,3.284,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_2,Cso2.Conv_6.Org_4,7,730.47
Image9,Cso2,Conv_6,Org_4,Cell_2,203.893,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_2,Cso2.Conv_6.Org_4,7,730.47
Image9,Cso2,Conv_6,Org_4,Cell_2,134.331,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_2,Cso2.Conv_6.Org_4,7,730.47
Image9,Cso2,Conv_6,Org_4,Cell_2,54.665,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_2,Cso2.Conv_6.Org_4,7,730.47
Image9,Cso2,Conv_6,Org_4,Cell_2,209.442,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_2,Cso2.Conv_6.Org_4,7,730.47
Image9,Cso2,Conv_6,Org_4,Cell_2,113.085,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_2,Cso2.Conv_6.Org_4,7,730.47
Image9,Cso2,Conv_6,Org_4,Cell_2,15.054,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_2,Cso2.Conv_6.Org_4,7,730.47
Image9,Cso2,Conv_6,Org_4,Cell_3,110.608,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_3,Cso2.Conv_6.Org_4,11,1502.755
Image9,Cso2,Conv_6,Org_4,Cell_3,158.049,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_3,Cso2.Conv_6.Org_4,11,1502.755
Image9,Cso2,Conv_6,Org_4,Cell_3,83,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_3,Cso2.Conv_6.Org_4,11,1502.755
Image9,Cso2,Conv_6,Org_4,Cell_3,225.363,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_3,Cso2.Conv_6.Org_4,11,1502.755
Image9,Cso2,Conv_6,Org_4,Cell_3,115.052,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_3,Cso2.Conv_6.Org_4,11,1502.755
Image9,Cso2,Conv_6,Org_4,Cell_3,159.138,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_3,Cso2.Conv_6.Org_4,11,1502.755
Image9,Cso2,Conv_6,Org_4,Cell_3,261.475,Non-Bridged sheaths sheaths,7,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_3,Cso2.Conv_6.Org_4,11,1502.755
Image9,Cso2,Conv_6,Org_4,Cell_3,161.036,Non-Bridged sheaths sheaths,8,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_3,Cso2.Conv_6.Org_4,11,1502.755
Image9,Cso2,Conv_6,Org_4,Cell_3,91.407,Non-Bridged sheaths sheaths,9,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_3,Cso2.Conv_6.Org_4,11,1502.755
Image9,Cso2,Conv_6,Org_4,Cell_3,123.411,Non-Bridged sheaths sheaths,10,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_3,Cso2.Conv_6.Org_4,11,1502.755
Image9,Cso2,Conv_6,Org_4,Cell_3,14.216,Non-Bridged sheaths sheaths,11,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_3,Cso2.Conv_6.Org_4,11,1502.755
Image9,Cso2,Conv_6,Org_4,Cell_4,186.107,Non-Bridged sheaths sheaths,1,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_4,Cso2.Conv_6.Org_4,8,1187.714
Image9,Cso2,Conv_6,Org_4,Cell_4,130.618,Non-Bridged sheaths sheaths,2,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_4,Cso2.Conv_6.Org_4,8,1187.714
Image9,Cso2,Conv_6,Org_4,Cell_4,238.745,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_4,Cso2.Conv_6.Org_4,8,1187.714
Image9,Cso2,Conv_6,Org_4,Cell_4,152.293,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_4,Cso2.Conv_6.Org_4,8,1187.714
Image9,Cso2,Conv_6,Org_4,Cell_4,230.402,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_4,Cso2.Conv_6.Org_4,8,1187.714
Image9,Cso2,Conv_6,Org_4,Cell_4,154.011,Anchoring sheaths,6,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_4,Cso2.Conv_6.Org_4,8,1187.714
Image9,Cso2,Conv_6,Org_4,Cell_4,38.038,Bridged sheaths,7,21.324,192.049,OLs with bridges,Cso2.Conv_6.Org_4.Cell_4,Cso2.Conv_6.Org_4,8,1187.714
Image9,Cso2,Conv_6,Org_4,Cell_4,21.324,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_4,Cso2.Conv_6.Org_4,8,1187.714
Image9,Cso2,Conv_6,Org_4,Cell_4,192.049,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_4,Cso2.Conv_6.Org_4,8,1187.714
Image9,Cso2,Conv_6,Org_4,Cell_4,57.5,Non-Bridged sheaths sheaths,8,NA,,OLs with bridges,Cso2.Conv_6.Org_4.Cell_4,Cso2.Conv_6.Org_4,8,1187.714
Image9,Cso2,Conv_6,Org_4,Cell_5,197.552,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_5,Cso2.Conv_6.Org_4,9,1202.686
Image9,Cso2,Conv_6,Org_4,Cell_5,72.246,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_5,Cso2.Conv_6.Org_4,9,1202.686
Image9,Cso2,Conv_6,Org_4,Cell_5,142.212,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_5,Cso2.Conv_6.Org_4,9,1202.686
Image9,Cso2,Conv_6,Org_4,Cell_5,177.87,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_5,Cso2.Conv_6.Org_4,9,1202.686
Image9,Cso2,Conv_6,Org_4,Cell_5,141.119,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_5,Cso2.Conv_6.Org_4,9,1202.686
Image9,Cso2,Conv_6,Org_4,Cell_5,155.471,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_5,Cso2.Conv_6.Org_4,9,1202.686
Image9,Cso2,Conv_6,Org_4,Cell_5,116.018,Non-Bridged sheaths sheaths,7,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_5,Cso2.Conv_6.Org_4,9,1202.686
Image9,Cso2,Conv_6,Org_4,Cell_5,22.91,Non-Bridged sheaths sheaths,8,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_5,Cso2.Conv_6.Org_4,9,1202.686
Image9,Cso2,Conv_6,Org_4,Cell_5,177.288,Non-Bridged sheaths sheaths,9,NA,,OLs without bridges,Cso2.Conv_6.Org_4.Cell_5,Cso2.Conv_6.Org_4,9,1202.686
Image21,Cso2,Conv_7,Org_1,Cell_1,223.138,Anchoring sheaths,1,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_1,Cso2.Conv_7.Org_1,8,802.699
Image21,Cso2,Conv_7,Org_1,Cell_1,17.771,Bridged sheaths,2,18.812,240.909,OLs with bridges,Cso2.Conv_7.Org_1.Cell_1,Cso2.Conv_7.Org_1,8,802.699
Image21,Cso2,Conv_7,Org_1,Cell_1,18.812,Bridge,,,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_1,Cso2.Conv_7.Org_1,8,802.699
Image21,Cso2,Conv_7,Org_1,Cell_1,240.909,Chain,,,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_1,Cso2.Conv_7.Org_1,8,802.699
Image21,Cso2,Conv_7,Org_1,Cell_1,31.919,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_1,Cso2.Conv_7.Org_1,8,802.699
Image21,Cso2,Conv_7,Org_1,Cell_1,140.405,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_1,Cso2.Conv_7.Org_1,8,802.699
Image21,Cso2,Conv_7,Org_1,Cell_1,121.57,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_1,Cso2.Conv_7.Org_1,8,802.699
Image21,Cso2,Conv_7,Org_1,Cell_1,159.945,Anchoring sheaths,6,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_1,Cso2.Conv_7.Org_1,8,802.699
Image21,Cso2,Conv_7,Org_1,Cell_1,46.816,Bridged sheaths,7,12.966,206.761,OLs with bridges,Cso2.Conv_7.Org_1.Cell_1,Cso2.Conv_7.Org_1,8,802.699
Image21,Cso2,Conv_7,Org_1,Cell_1,12.966,Bridge,,,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_1,Cso2.Conv_7.Org_1,8,802.699
Image21,Cso2,Conv_7,Org_1,Cell_1,206.761,Chain,,,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_1,Cso2.Conv_7.Org_1,8,802.699
Image21,Cso2,Conv_7,Org_1,Cell_1,61.135,Bridged sheaths,8,6.769,221.08,OLs with bridges,Cso2.Conv_7.Org_1.Cell_1,Cso2.Conv_7.Org_1,8,802.699
Image21,Cso2,Conv_7,Org_1,Cell_1,6.769,Bridge,,,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_1,Cso2.Conv_7.Org_1,8,802.699
Image21,Cso2,Conv_7,Org_1,Cell_1,221.08,Chain,,,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_1,Cso2.Conv_7.Org_1,8,802.699
Image10,Cso2,Conv_7,Org_1,Cell_2,52.493,Non-Bridged sheaths sheaths,1,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,80.859,Non-Bridged sheaths sheaths,2,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,58.356,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,60.283,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,68.715,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,127.439,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,29.343,Bridged sheaths,7,31.521,220.761,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,31.521,Bridge,,,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,220.761,Chain,,,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,115.298,Non-Bridged sheaths sheaths,8,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,95.824,Non-Bridged sheaths sheaths,9,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,71.213,Non-Bridged sheaths sheaths,10,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,93.322,Anchoring sheaths,11,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,87.732,Non-Bridged sheaths sheaths,12,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,114.445,Non-Bridged sheaths sheaths,13,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,102.415,Bridged sheaths,14,1.344,145.925,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,1.344,Bridge,,,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,145.925,Chain,,,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,52.603,Anchoring sheaths,15,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,51.513,Anchoring sheaths,16,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,80.912,Bridged sheaths,17,0.787,132.425,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,0.787,Bridge,,,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,132.425,Chain,,,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,55.876,Non-Bridged sheaths sheaths,18,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,41.079,Non-Bridged sheaths sheaths,19,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image10,Cso2,Conv_7,Org_1,Cell_2,31.467,Non-Bridged sheaths sheaths,20,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_2,Cso2.Conv_7.Org_1,20,1471.187
Image23,Cso2,Conv_7,Org_1,Cell_3,214.345,Anchoring sheaths,1,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_3,Cso2.Conv_7.Org_1,7,528.434
Image23,Cso2,Conv_7,Org_1,Cell_3,49.687,Bridged sheaths,2,1.687,264.032,OLs with bridges,Cso2.Conv_7.Org_1.Cell_3,Cso2.Conv_7.Org_1,7,528.434
Image23,Cso2,Conv_7,Org_1,Cell_3,1.687,Bridge,,,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_3,Cso2.Conv_7.Org_1,7,528.434
Image23,Cso2,Conv_7,Org_1,Cell_3,264.032,Chain,,,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_3,Cso2.Conv_7.Org_1,7,528.434
Image23,Cso2,Conv_7,Org_1,Cell_3,61.564,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_3,Cso2.Conv_7.Org_1,7,528.434
Image23,Cso2,Conv_7,Org_1,Cell_3,79.307,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_3,Cso2.Conv_7.Org_1,7,528.434
Image23,Cso2,Conv_7,Org_1,Cell_3,18.82,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_3,Cso2.Conv_7.Org_1,7,528.434
Image23,Cso2,Conv_7,Org_1,Cell_3,8.192,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_3,Cso2.Conv_7.Org_1,7,528.434
Image23,Cso2,Conv_7,Org_1,Cell_3,96.519,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cso2.Conv_7.Org_1.Cell_3,Cso2.Conv_7.Org_1,7,528.434
Image23,Cso2,Conv_7,Org_1,Cell_4,264.292,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cso2.Conv_7.Org_1.Cell_4,Cso2.Conv_7.Org_1,8,1045.432
Image23,Cso2,Conv_7,Org_1,Cell_4,76.308,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cso2.Conv_7.Org_1.Cell_4,Cso2.Conv_7.Org_1,8,1045.432
