Image,Cells,Conversion,Organoid,Cell,Length,sheath.type,Number,Bridge.length,Chain.length,Cell.type,CellID,OrgID,FREQ.SHEATH,Tot.length
Image3,Cso2,Conv_4,Org_2,Cell_2,112.273,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cso2.Conv_4.Org_2.Cell_2,Cso2.Conv_4.Org_2,6,792.145
Image3,Cso2,Conv_4,Org_2,Cell_2,104.118,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,Cso2.Conv_4.Org_2.Cell_2,Cso2.Conv_4.Org_2,6,792.145
Image13,Cs25,Conv_1,Org_2,Cell_3,122.016,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_3,Cs25.Conv_1.Org_2,9,715.532
Image13,Cs25,Conv_1,Org_2,Cell_3,131.593,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_3,Cs25.Conv_1.Org_2,9,715.532
Image13,Cs25,Conv_1,Org_2,Cell_3,79.172,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_3,Cs25.Conv_1.Org_2,9,715.532
Image13,Cs25,Conv_1,Org_2,Cell_3,62.687,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_3,Cs25.Conv_1.Org_2,9,715.532
Image13,Cs25,Conv_1,Org_2,Cell_3,80.904,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_3,Cs25.Conv_1.Org_2,9,715.532
Image13,Cs25,Conv_1,Org_2,Cell_3,65.284,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_3,Cs25.Conv_1.Org_2,9,715.532
Image13,Cs25,Conv_1,Org_2,Cell_3,11.665,Non-Bridged sheaths sheaths,7,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_3,Cs25.Conv_1.Org_2,9,715.532
Image13,Cs25,Conv_1,Org_2,Cell_3,131.605,Non-Bridged sheaths sheaths,8,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_3,Cs25.Conv_1.Org_2,9,715.532
Image13,Cs25,Conv_1,Org_2,Cell_3,30.606,Non-Bridged sheaths sheaths,9,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_3,Cs25.Conv_1.Org_2,9,715.532
Image13,Cs25,Conv_1,Org_2,Cell_4,125.96,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_4,Cs25.Conv_1.Org_2,15,1304.717
Image13,Cs25,Conv_1,Org_2,Cell_4,89.376,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_4,Cs25.Conv_1.Org_2,15,1304.717
Image13,Cs25,Conv_1,Org_2,Cell_4,64.191,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_4,Cs25.Conv_1.Org_2,15,1304.717
Image13,Cs25,Conv_1,Org_2,Cell_4,83.862,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_4,Cs25.Conv_1.Org_2,15,1304.717
Image13,Cs25,Conv_1,Org_2,Cell_4,136.219,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_4,Cs25.Conv_1.Org_2,15,1304.717
Image13,Cs25,Conv_1,Org_2,Cell_4,104.805,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_4,Cs25.Conv_1.Org_2,15,1304.717
Image13,Cs25,Conv_1,Org_2,Cell_4,88.354,Non-Bridged sheaths sheaths,7,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_4,Cs25.Conv_1.Org_2,15,1304.717
Image13,Cs25,Conv_1,Org_2,Cell_4,91.758,Non-Bridged sheaths sheaths,8,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_4,Cs25.Conv_1.Org_2,15,1304.717
Image13,Cs25,Conv_1,Org_2,Cell_4,71.148,Non-Bridged sheaths sheaths,9,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_4,Cs25.Conv_1.Org_2,15,1304.717
Image13,Cs25,Conv_1,Org_2,Cell_4,135.295,Non-Bridged sheaths sheaths,10,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_4,Cs25.Conv_1.Org_2,15,1304.717
Image13,Cs25,Conv_1,Org_2,Cell_4,62.903,Non-Bridged sheaths sheaths,11,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_4,Cs25.Conv_1.Org_2,15,1304.717
Image13,Cs25,Conv_1,Org_2,Cell_4,56.105,Non-Bridged sheaths sheaths,12,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_4,Cs25.Conv_1.Org_2,15,1304.717
Image13,Cs25,Conv_1,Org_2,Cell_4,28.741,Non-Bridged sheaths sheaths,13,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_4,Cs25.Conv_1.Org_2,15,1304.717
Image13,Cs25,Conv_1,Org_2,Cell_4,91.186,Non-Bridged sheaths sheaths,14,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_4,Cs25.Conv_1.Org_2,15,1304.717
Image13,Cs25,Conv_1,Org_2,Cell_4,74.814,Non-Bridged sheaths sheaths,15,NA,,OLs without bridges,Cs25.Conv_1.Org_2.Cell_4,Cs25.Conv_1.Org_2,15,1304.717
Image5,Cso2,Conv_5,Org_1,Cell_1,139.866,Anchoring sheaths,1,NA,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_1,Cso2.Conv_5.Org_1,8,1057.121
Image5,Cso2,Conv_5,Org_1,Cell_1,124.253,Bridged sheaths,2,1.96,264.119,OLs with bridges,Cso2.Conv_5.Org_1.Cell_1,Cso2.Conv_5.Org_1,8,1057.121
Image5,Cso2,Conv_5,Org_1,Cell_1,1.96,Bridge,,,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_1,Cso2.Conv_5.Org_1,8,1057.121
Image5,Cso2,Conv_5,Org_1,Cell_1,264.119,Chain,,,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_1,Cso2.Conv_5.Org_1,8,1057.121
Image5,Cso2,Conv_5,Org_1,Cell_1,172.849,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_1,Cso2.Conv_5.Org_1,8,1057.121
Image5,Cso2,Conv_5,Org_1,Cell_1,134.244,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_1,Cso2.Conv_5.Org_1,8,1057.121
Image5,Cso2,Conv_5,Org_1,Cell_1,56.376,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_1,Cso2.Conv_5.Org_1,8,1057.121
Image5,Cso2,Conv_5,Org_1,Cell_1,154.375,Anchoring sheaths,6,NA,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_1,Cso2.Conv_5.Org_1,8,1057.121
Image5,Cso2,Conv_5,Org_1,Cell_1,128.489,Bridged sheaths,7,2.483,282.864,OLs with bridges,Cso2.Conv_5.Org_1.Cell_1,Cso2.Conv_5.Org_1,8,1057.121
Image5,Cso2,Conv_5,Org_1,Cell_1,2.483,Bridge,,,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_1,Cso2.Conv_5.Org_1,8,1057.121
Image5,Cso2,Conv_5,Org_1,Cell_1,282.864,Chain,,,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_1,Cso2.Conv_5.Org_1,8,1057.121
Image5,Cso2,Conv_5,Org_1,Cell_1,146.669,Non-Bridged sheaths sheaths,8,NA,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_1,Cso2.Conv_5.Org_1,8,1057.121
Image5,Cso2,Conv_5,Org_1,Cell_2,17.344,Anchoring sheaths,1,NA,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_2,Cso2.Conv_5.Org_1,9,971.74
Image5,Cso2,Conv_5,Org_1,Cell_2,160.316,Bridged sheaths,2,41.856,177.66,OLs with bridges,Cso2.Conv_5.Org_1.Cell_2,Cso2.Conv_5.Org_1,9,971.74
Image5,Cso2,Conv_5,Org_1,Cell_2,41.856,Bridge,,,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_2,Cso2.Conv_5.Org_1,9,971.74
Image5,Cso2,Conv_5,Org_1,Cell_2,177.66,Chain,,,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_2,Cso2.Conv_5.Org_1,9,971.74
Image5,Cso2,Conv_5,Org_1,Cell_2,210.225,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_2,Cso2.Conv_5.Org_1,9,971.74
Image5,Cso2,Conv_5,Org_1,Cell_2,134.091,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_2,Cso2.Conv_5.Org_1,9,971.74
Image5,Cso2,Conv_5,Org_1,Cell_2,122.67,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_2,Cso2.Conv_5.Org_1,9,971.74
Image5,Cso2,Conv_5,Org_1,Cell_2,20.73,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_2,Cso2.Conv_5.Org_1,9,971.74
Image5,Cso2,Conv_5,Org_1,Cell_2,102.685,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_2,Cso2.Conv_5.Org_1,9,971.74
Image5,Cso2,Conv_5,Org_1,Cell_2,122.796,Non-Bridged sheaths sheaths,8,NA,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_2,Cso2.Conv_5.Org_1,9,971.74
Image5,Cso2,Conv_5,Org_1,Cell_2,80.883,Non-Bridged sheaths sheaths,9,NA,,OLs with bridges,Cso2.Conv_5.Org_1.Cell_2,Cso2.Conv_5.Org_1,9,971.74
Image20,Cso2,Conv_5,Org_2,Cell_1,165.021,Anchoring sheaths,1,NA,,OLs with bridges,Cso2.Conv_5.Org_2.Cell_1,Cso2.Conv_5.Org_2,4,686.994
Image20,Cso2,Conv_5,Org_2,Cell_1,156.459,Bridged sheaths_perpendicular,2,7.318,321.48,OLs with bridges,Cso2.Conv_5.Org_2.Cell_1,Cso2.Conv_5.Org_2,4,686.994
Image20,Cso2,Conv_5,Org_2,Cell_1,7.318,Bridge,,,,OLs with bridges,Cso2.Conv_5.Org_2.Cell_1,Cso2.Conv_5.Org_2,4,686.994
Image20,Cso2,Conv_5,Org_2,Cell_1,321.48,Chain,,,,OLs with bridges,Cso2.Conv_5.Org_2.Cell_1,Cso2.Conv_5.Org_2,4,686.994
Image20,Cso2,Conv_5,Org_2,Cell_1,185.175,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_5.Org_2.Cell_1,Cso2.Conv_5.Org_2,4,686.994
Image20,Cso2,Conv_5,Org_2,Cell_1,180.339,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_5.Org_2.Cell_1,Cso2.Conv_5.Org_2,4,686.994
Image20,Cso2,Conv_5,Org_2,Cell_2,256.837,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_2,Cso2.Conv_5.Org_2,6,962.543
Image20,Cso2,Conv_5,Org_2,Cell_2,119.799,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_2,Cso2.Conv_5.Org_2,6,962.543
Image20,Cso2,Conv_5,Org_2,Cell_2,158.535,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_2,Cso2.Conv_5.Org_2,6,962.543
Image20,Cso2,Conv_5,Org_2,Cell_2,160.808,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_2,Cso2.Conv_5.Org_2,6,962.543
Image20,Cso2,Conv_5,Org_2,Cell_2,157.032,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_2,Cso2.Conv_5.Org_2,6,962.543
Image20,Cso2,Conv_5,Org_2,Cell_2,109.532,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_2,Cso2.Conv_5.Org_2,6,962.543
Image20,Cso2,Conv_5,Org_2,Cell_3,148.544,Non-Bridged sheaths sheaths,1,NA,,OLs with bridges,Cso2.Conv_5.Org_2.Cell_3,Cso2.Conv_5.Org_2,7,1127.502
Image20,Cso2,Conv_5,Org_2,Cell_3,161.518,Anchoring sheaths,2,11.018,557.206,OLs with bridges,Cso2.Conv_5.Org_2.Cell_3,Cso2.Conv_5.Org_2,7,1127.502
Image20,Cso2,Conv_5,Org_2,Cell_3,11.018,Bridge,,,,OLs with bridges,Cso2.Conv_5.Org_2.Cell_3,Cso2.Conv_5.Org_2,7,1127.502
Image20,Cso2,Conv_5,Org_2,Cell_3,278.603,Chain,,,,OLs with bridges,Cso2.Conv_5.Org_2.Cell_3,Cso2.Conv_5.Org_2,7,1127.502
Image20,Cso2,Conv_5,Org_2,Cell_3,106.067,Bridged sheaths,3,NA,,OLs with bridges,Cso2.Conv_5.Org_2.Cell_3,Cso2.Conv_5.Org_2,7,1127.502
Image20,Cso2,Conv_5,Org_2,Cell_3,194.965,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_5.Org_2.Cell_3,Cso2.Conv_5.Org_2,7,1127.502
Image20,Cso2,Conv_5,Org_2,Cell_3,232.934,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cso2.Conv_5.Org_2.Cell_3,Cso2.Conv_5.Org_2,7,1127.502
Image20,Cso2,Conv_5,Org_2,Cell_3,209.571,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cso2.Conv_5.Org_2.Cell_3,Cso2.Conv_5.Org_2,7,1127.502
Image20,Cso2,Conv_5,Org_2,Cell_3,73.903,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cso2.Conv_5.Org_2.Cell_3,Cso2.Conv_5.Org_2,7,1127.502
Image20,Cso2,Conv_5,Org_2,Cell_4,98.492,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_4,Cso2.Conv_5.Org_2,6,791.804
Image20,Cso2,Conv_5,Org_2,Cell_4,121.2,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_4,Cso2.Conv_5.Org_2,6,791.804
Image20,Cso2,Conv_5,Org_2,Cell_4,57.087,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_4,Cso2.Conv_5.Org_2,6,791.804
Image20,Cso2,Conv_5,Org_2,Cell_4,288.01,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_4,Cso2.Conv_5.Org_2,6,791.804
Image20,Cso2,Conv_5,Org_2,Cell_4,142.335,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_4,Cso2.Conv_5.Org_2,6,791.804
Image20,Cso2,Conv_5,Org_2,Cell_4,84.68,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_4,Cso2.Conv_5.Org_2,6,791.804
Image20,Cso2,Conv_5,Org_2,Cell_5,139.415,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_5,Cso2.Conv_5.Org_2,8,830.211
Image20,Cso2,Conv_5,Org_2,Cell_5,111.422,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_5,Cso2.Conv_5.Org_2,8,830.211
Image20,Cso2,Conv_5,Org_2,Cell_5,13.72,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_5,Cso2.Conv_5.Org_2,8,830.211
Image20,Cso2,Conv_5,Org_2,Cell_5,99.287,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_5,Cso2.Conv_5.Org_2,8,830.211
Image20,Cso2,Conv_5,Org_2,Cell_5,213.619,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_5,Cso2.Conv_5.Org_2,8,830.211
Image20,Cso2,Conv_5,Org_2,Cell_5,59.374,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_5,Cso2.Conv_5.Org_2,8,830.211
Image20,Cso2,Conv_5,Org_2,Cell_5,101.874,Non-Bridged sheaths sheaths,7,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_5,Cso2.Conv_5.Org_2,8,830.211
Image20,Cso2,Conv_5,Org_2,Cell_5,91.5,Non-Bridged sheaths sheaths,8,NA,,OLs without bridges,Cso2.Conv_5.Org_2.Cell_5,Cso2.Conv_5.Org_2,8,830.211
Image6,Cso2,Conv_6,Org_1,Cell_1,83.855,Anchoring sheaths,1,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_1,Cso2.Conv_6.Org_1,11,799.036
Image6,Cso2,Conv_6,Org_1,Cell_1,83.503,Bridged sheaths,2,1.712,167.358,OLs with bridges,Cso2.Conv_6.Org_1.Cell_1,Cso2.Conv_6.Org_1,11,799.036
Image6,Cso2,Conv_6,Org_1,Cell_1,1.712,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_1,Cso2.Conv_6.Org_1,11,799.036
Image6,Cso2,Conv_6,Org_1,Cell_1,167.358,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_1,Cso2.Conv_6.Org_1,11,799.036
Image6,Cso2,Conv_6,Org_1,Cell_1,174.437,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_1,Cso2.Conv_6.Org_1,11,799.036
Image6,Cso2,Conv_6,Org_1,Cell_1,46.6,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_1,Cso2.Conv_6.Org_1,11,799.036
Image6,Cso2,Conv_6,Org_1,Cell_1,64.716,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_1,Cso2.Conv_6.Org_1,11,799.036
Image6,Cso2,Conv_6,Org_1,Cell_1,14.142,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_1,Cso2.Conv_6.Org_1,11,799.036
Image6,Cso2,Conv_6,Org_1,Cell_1,45.225,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_1,Cso2.Conv_6.Org_1,11,799.036
Image6,Cso2,Conv_6,Org_1,Cell_1,112.949,Non-Bridged sheaths sheaths,8,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_1,Cso2.Conv_6.Org_1,11,799.036
Image6,Cso2,Conv_6,Org_1,Cell_1,40.875,Non-Bridged sheaths sheaths,9,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_1,Cso2.Conv_6.Org_1,11,799.036
Image6,Cso2,Conv_6,Org_1,Cell_1,21.127,Non-Bridged sheaths sheaths,10,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_1,Cso2.Conv_6.Org_1,11,799.036
Image6,Cso2,Conv_6,Org_1,Cell_1,111.607,Non-Bridged sheaths sheaths,11,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_1,Cso2.Conv_6.Org_1,11,799.036
Image6,Cso2,Conv_6,Org_1,Cell_2,183.347,Non-Bridged sheaths sheaths,1,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_2,Cso2.Conv_6.Org_1,14,1284.703
Image6,Cso2,Conv_6,Org_1,Cell_2,121.52,Anchoring sheaths,2,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_2,Cso2.Conv_6.Org_1,14,1284.703
Image6,Cso2,Conv_6,Org_1,Cell_2,66.07,Bridged sheaths,3,1.1,187.59,OLs with bridges,Cso2.Conv_6.Org_1.Cell_2,Cso2.Conv_6.Org_1,14,1284.703
Image6,Cso2,Conv_6,Org_1,Cell_2,1.1,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_2,Cso2.Conv_6.Org_1,14,1284.703
Image6,Cso2,Conv_6,Org_1,Cell_2,187.59,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_2,Cso2.Conv_6.Org_1,14,1284.703
Image6,Cso2,Conv_6,Org_1,Cell_2,65.623,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_2,Cso2.Conv_6.Org_1,14,1284.703
Image6,Cso2,Conv_6,Org_1,Cell_2,38.415,Anchoring sheaths,5,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_2,Cso2.Conv_6.Org_1,14,1284.703
Image6,Cso2,Conv_6,Org_1,Cell_2,74.944,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_2,Cso2.Conv_6.Org_1,14,1284.703
Image6,Cso2,Conv_6,Org_1,Cell_2,129.298,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_2,Cso2.Conv_6.Org_1,14,1284.703
Image6,Cso2,Conv_6,Org_1,Cell_2,192.4,Non-Bridged sheaths sheaths,8,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_2,Cso2.Conv_6.Org_1,14,1284.703
Image6,Cso2,Conv_6,Org_1,Cell_2,84.181,Non-Bridged sheaths sheaths,9,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_2,Cso2.Conv_6.Org_1,14,1284.703
Image6,Cso2,Conv_6,Org_1,Cell_2,61.017,Non-Bridged sheaths sheaths,10,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_2,Cso2.Conv_6.Org_1,14,1284.703
Image6,Cso2,Conv_6,Org_1,Cell_2,28.037,Non-Bridged sheaths sheaths,11,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_2,Cso2.Conv_6.Org_1,14,1284.703
Image6,Cso2,Conv_6,Org_1,Cell_2,67.453,Non-Bridged sheaths sheaths,12,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_2,Cso2.Conv_6.Org_1,14,1284.703
Image6,Cso2,Conv_6,Org_1,Cell_2,146.072,Non-Bridged sheaths sheaths,13,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_2,Cso2.Conv_6.Org_1,14,1284.703
Image6,Cso2,Conv_6,Org_1,Cell_2,26.326,Bridged sheaths,14,28.018,64.741,OLs with bridges,Cso2.Conv_6.Org_1.Cell_2,Cso2.Conv_6.Org_1,14,1284.703
Image6,Cso2,Conv_6,Org_1,Cell_2,28.018,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_2,Cso2.Conv_6.Org_1,14,1284.703
Image6,Cso2,Conv_6,Org_1,Cell_2,64.741,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_2,Cso2.Conv_6.Org_1,14,1284.703
Image6,Cso2,Conv_6,Org_1,Cell_3,172.72,Anchoring sheaths,1,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_3,Cso2.Conv_6.Org_1,8,1143.043
Image6,Cso2,Conv_6,Org_1,Cell_3,112.018,Bridged sheaths,2,3.111,284.738,OLs with bridges,Cso2.Conv_6.Org_1.Cell_3,Cso2.Conv_6.Org_1,8,1143.043
Image6,Cso2,Conv_6,Org_1,Cell_3,3.111,Bridge,,,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_3,Cso2.Conv_6.Org_1,8,1143.043
Image6,Cso2,Conv_6,Org_1,Cell_3,284.738,Chain,,,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_3,Cso2.Conv_6.Org_1,8,1143.043
Image6,Cso2,Conv_6,Org_1,Cell_3,135.482,Non-Bridged sheaths sheaths,3,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_3,Cso2.Conv_6.Org_1,8,1143.043
Image6,Cso2,Conv_6,Org_1,Cell_3,159.28,Non-Bridged sheaths sheaths,4,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_3,Cso2.Conv_6.Org_1,8,1143.043
Image6,Cso2,Conv_6,Org_1,Cell_3,159.463,Non-Bridged sheaths sheaths,5,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_3,Cso2.Conv_6.Org_1,8,1143.043
Image6,Cso2,Conv_6,Org_1,Cell_3,170.132,Non-Bridged sheaths sheaths,6,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_3,Cso2.Conv_6.Org_1,8,1143.043
Image6,Cso2,Conv_6,Org_1,Cell_3,134.297,Non-Bridged sheaths sheaths,7,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_3,Cso2.Conv_6.Org_1,8,1143.043
Image6,Cso2,Conv_6,Org_1,Cell_3,99.651,Non-Bridged sheaths sheaths,8,NA,,OLs with bridges,Cso2.Conv_6.Org_1.Cell_3,Cso2.Conv_6.Org_1,8,1143.043
Image6,Cso2,Conv_6,Org_1,Cell_4,121.149,Non-Bridged sheaths sheaths,1,NA,,OLs without bridges,Cso2.Conv_6.Org_1.Cell_4,Cso2.Conv_6.Org_1,11,999.729
Image6,Cso2,Conv_6,Org_1,Cell_4,29.421,Non-Bridged sheaths sheaths,2,NA,,OLs without bridges,Cso2.Conv_6.Org_1.Cell_4,Cso2.Conv_6.Org_1,11,999.729
Image6,Cso2,Conv_6,Org_1,Cell_4,206.354,Non-Bridged sheaths sheaths,3,NA,,OLs without bridges,Cso2.Conv_6.Org_1.Cell_4,Cso2.Conv_6.Org_1,11,999.729
Image6,Cso2,Conv_6,Org_1,Cell_4,85.218,Non-Bridged sheaths sheaths,4,NA,,OLs without bridges,Cso2.Conv_6.Org_1.Cell_4,Cso2.Conv_6.Org_1,11,999.729
Image6,Cso2,Conv_6,Org_1,Cell_4,90.322,Non-Bridged sheaths sheaths,5,NA,,OLs without bridges,Cso2.Conv_6.Org_1.Cell_4,Cso2.Conv_6.Org_1,11,999.729
Image6,Cso2,Conv_6,Org_1,Cell_4,58.085,Non-Bridged sheaths sheaths,6,NA,,OLs without bridges,Cso2.Conv_6.Org_1.Cell_4,Cso2.Conv_6.Org_1,11,999.729
Image6,Cso2,Conv_6,Org_1,Cell_4,40.684,Non-Bridged sheaths sheaths,7,NA,,OLs without bridges,Cso2.Conv_6.Org_1.Cell_4,Cso2.Conv_6.Org_1,11,999.729
Image6,Cso2,Conv_6,Org_1,Cell_4,73.479,Non-Bridged sheaths sheaths,8,NA,,OLs without bridges,Cso2.Conv_6.Org_1.Cell_4,Cso2.Conv_6.Org_1,11,999.729
Image6,Cso2,Conv_6,Org_1,Cell_4,60.743,Non-Bridged sheaths sheaths,9,NA,,OLs without bridges,Cso2.Conv_6.Org_1.Cell_4,Cso2.Conv_6.Org_1,11,999.729
Image6,Cso2,Conv_6,Org_1,Cell_4,178.045,Non-Bridged sheaths sheaths,10,NA,,OLs without bridges,Cso2.Conv_6.Org_1.Cell_4,Cso2.Conv_6.Org_1,11,999.729
Image6,Cso2,Conv_6,Org_1,Cell_4,56.229,Non-Bridged sheaths sheaths,11,NA,,OLs without bridges,Cso2.Conv_6.Org_1.Cell_4,Cso2.Conv_6.Org_1,11,999.729
