493
6
0.000000 0.450000 0.050000 28.183845
0.003971 0.459041 0.048419 30.537530
0.007809 0.468162 0.046979 33.681514
0.011431 0.477424 0.045939 38.239545
0.014615 0.486896 0.045560 44.003861
0.016746 0.496667 0.045617 48.767178
6
0.000000 0.210000 0.050000 26.586712
0.003599 0.214853 0.042031 29.292422
0.007105 0.219197 0.033735 32.758507
0.010448 0.222783 0.025019 37.633377
0.013464 0.225316 0.015827 44.278517
0.015687 0.226712 0.006178 51.251848
6
0.000000 0.170000 0.050000 26.804427
0.003543 0.173583 0.041362 29.797789
0.006985 0.176811 0.032546 33.666996
0.010258 0.179449 0.023472 39.201796
0.013201 0.181248 0.014086 46.756506
0.015261 0.182164 0.004343 54.312366
6
0.000000 0.130000 0.050000 26.865923
0.003517 0.131947 0.040843 30.081110
0.006916 0.133763 0.031616 34.273454
0.010138 0.135266 0.022269 40.335729
0.013025 0.136277 0.012749 48.648381
0.014966 0.136765 0.002951 56.761752
6
0.014917 0.089484 0.002382 57.743108
0.013033 0.089483 0.012203 49.387055
0.010172 0.089516 0.021785 40.744873
0.006962 0.089608 0.031256 34.445833
0.003552 0.089773 0.040655 30.105111
0.000000 0.090000 0.050000 26.799033
7
0.000000 0.440000 0.060000 25.662567
0.003931 0.449116 0.058797 27.407974
0.007769 0.458296 0.057801 29.625165
0.011470 0.467567 0.057210 32.648922
0.014913 0.476956 0.057166 36.805258
0.017840 0.486513 0.057483 41.620043
0.019778 0.496316 0.057846 43.546201
6
0.000000 0.400000 0.060000 23.924035
0.003884 0.408758 0.057134 25.195882
0.007708 0.417414 0.053901 26.687198
0.011446 0.425908 0.050175 28.560068
0.015048 0.434161 0.045826 31.053301
0.018430 0.442009 0.040633 34.009329
8
0.021207 0.311449 0.003500 45.922036
0.019657 0.310104 0.013287 44.201374
0.017197 0.307605 0.022652 38.814251
0.014171 0.303798 0.031389 34.043871
0.010822 0.298872 0.039422 30.398274
0.007304 0.293130 0.046814 27.765383
0.003683 0.286782 0.053641 25.664104
0.000000 0.280000 0.060000 23.890747
8
0.020402 0.265888 0.000023 48.283551
0.019077 0.264987 0.009894 47.720553
0.016764 0.263134 0.019445 41.547875
0.013853 0.260167 0.028540 36.047228
0.010599 0.256145 0.037098 31.787037
0.007160 0.251296 0.045139 28.671468
0.003615 0.245851 0.052741 26.228176
0.000000 0.240000 0.060000 24.194416
7
0.000000 0.200000 0.060000 24.452605
0.003557 0.204717 0.051932 26.740904
0.007035 0.209123 0.043656 29.522039
0.010401 0.213013 0.035080 33.109719
0.013574 0.216157 0.026133 38.120224
0.016369 0.218348 0.016785 44.417933
0.018437 0.219609 0.007083 50.068936
7
0.017946 0.173720 0.004824 52.449357
0.016064 0.172925 0.014613 47.002921
0.013357 0.171439 0.024124 39.925821
0.010251 0.169221 0.033367 34.227146
0.006947 0.166438 0.042386 30.205072
0.003521 0.163297 0.051240 27.120154
0.000000 0.160000 0.060000 24.609351
7
0.000000 0.120000 0.060000 24.640669
0.003525 0.121467 0.050758 27.302505
0.006933 0.122946 0.041473 30.612641
0.010202 0.124310 0.032121 34.965305
0.013258 0.125415 0.022664 41.194664
0.015902 0.126152 0.013048 48.903825
0.017652 0.126531 0.003210 54.309151
7
0.017779 0.076190 0.002992 54.741925
0.016067 0.076340 0.012843 49.344601
0.013445 0.076685 0.022487 41.503865
0.010384 0.077304 0.031987 35.146234
0.007083 0.078135 0.041390 30.681563
0.003613 0.079070 0.050722 27.311717
0.000000 0.080000 0.060000 24.620165
8
0.000000 0.430000 0.070000 23.496195
