Coordinate 1,Coordinate 2,Ellipsoid Dimensions,Tags,Description,Segment IDs,Parent ID,Type,ID
"(107990, 42456, 1024)","(108450, 42463, 1002)",,,,,12bed8dd1345dcbb4496a978838043d09a5f05e3,Line,
"(108450, 42463, 1002)","(108772, 42418, 988)",,,,,12bed8dd1345dcbb4496a978838043d09a5f05e3,Line,
"(95545, 38206, 956)",,,,61 na,,,Line Strip,1283e5879450b3fecba80f3ef8f278314649ac8a
"(95545, 38206, 956)","(96109, 39311, 1024)",,,,,1283e5879450b3fecba80f3ef8f278314649ac8a,Line,
"(96109, 39311, 1024)","(96858, 40426, 1082)",,,,,1283e5879450b3fecba80f3ef8f278314649ac8a,Line,
"(96858, 40426, 1082)","(97326, 41795, 1164)",,,,,1283e5879450b3fecba80f3ef8f278314649ac8a,Line,
"(97326, 41795, 1164)","(97473, 42834, 1179)",,,,,1283e5879450b3fecba80f3ef8f278314649ac8a,Line,
"(97473, 42834, 1179)","(97449, 44759, 1232)",,,,,1283e5879450b3fecba80f3ef8f278314649ac8a,Line,
"(97449, 44759, 1232)","(97449, 44759, 1232)",,,,,1283e5879450b3fecba80f3ef8f278314649ac8a,Line,
"(97449, 44759, 1232)","(97449, 44800, 1238)",,,,,1283e5879450b3fecba80f3ef8f278314649ac8a,Line,
"(97608, 44898, 1243)",,,,62 na,,,Line Strip,8a1042878af361ae59ac9194afedd7f81ace6db6
"(97608, 44898, 1243)","(97531, 45476, 1283)",,,,,8a1042878af361ae59ac9194afedd7f81ace6db6,Line,
"(97531, 45476, 1283)","(97630, 46067, 1329)",,,,,8a1042878af361ae59ac9194afedd7f81ace6db6,Line,
"(97630, 46067, 1329)","(97578, 46669, 1361)",,,,,8a1042878af361ae59ac9194afedd7f81ace6db6,Line,
"(97578, 46669, 1361)","(97842, 47123, 1376)",,,,,8a1042878af361ae59ac9194afedd7f81ace6db6,Line,
"(97842, 47123, 1376)","(98111, 47911, 1417)",,,,,8a1042878af361ae59ac9194afedd7f81ace6db6,Line,
"(98111, 47911, 1417)","(97990, 48455, 1416)",,,,,8a1042878af361ae59ac9194afedd7f81ace6db6,Line,
"(97990, 48455, 1416)","(98048, 49003, 1425)",,,,,8a1042878af361ae59ac9194afedd7f81ace6db6,Line,
"(87068, 67713, 977)",,,,63 AIT,,,Line Strip,5935f7c718b417e7b1ce10f1bea4d090a33dde94
"(87068, 67713, 977)","(86905, 67029, 960)",,,,,5935f7c718b417e7b1ce10f1bea4d090a33dde94,Line,
"(86905, 67029, 960)","(86792, 66201, 979)",,,,,5935f7c718b417e7b1ce10f1bea4d090a33dde94,Line,
"(86792, 66201, 979)","(86922, 65651, 989)",,,,,5935f7c718b417e7b1ce10f1bea4d090a33dde94,Line,
"(86922, 65651, 989)","(87046, 65037, 981)",,,,,5935f7c718b417e7b1ce10f1bea4d090a33dde94,Line,
"(87046, 65037, 981)","(87167, 64417, 991)",,,,,5935f7c718b417e7b1ce10f1bea4d090a33dde94,Line,
"(87167, 64417, 991)","(87297, 63569, 992)",,,,,5935f7c718b417e7b1ce10f1bea4d090a33dde94,Line,
"(87297, 63569, 992)","(87422, 62798, 984)",,,,,5935f7c718b417e7b1ce10f1bea4d090a33dde94,Line,
"(87422, 62798, 984)","(87398, 62153, 965)",,,,,5935f7c718b417e7b1ce10f1bea4d090a33dde94,Line,
"(87398, 62153, 965)","(87405, 61444, 940)",,,,,5935f7c718b417e7b1ce10f1bea4d090a33dde94,Line,
"(87405, 61444, 940)","(87340, 60850, 927)",,,,,5935f7c718b417e7b1ce10f1bea4d090a33dde94,Line,
"(87340, 60850, 927)","(87365, 60423, 922)",,,,,5935f7c718b417e7b1ce10f1bea4d090a33dde94,Line,
"(87365, 60423, 922)","(87462, 60041, 918)",,,,,5935f7c718b417e7b1ce10f1bea4d090a33dde94,Line,
"(87462, 60041, 918)","(87309, 59699, 876)",,,,,5935f7c718b417e7b1ce10f1bea4d090a33dde94,Line,
"(86923, 67308, 948)",,,,64 na,,,Line Strip,ee3bb8eaf6f2ff37a02e46fef482e798e95dbd2c
"(86923, 67308, 948)","(87146, 67967, 979)",,,,,ee3bb8eaf6f2ff37a02e46fef482e798e95dbd2c,Line,
"(87146, 67967, 979)","(87274, 68786, 981)",,,,,ee3bb8eaf6f2ff37a02e46fef482e798e95dbd2c,Line,
"(87274, 68786, 981)","(87145, 69310, 1011)",,,,,ee3bb8eaf6f2ff37a02e46fef482e798e95dbd2c,Line,
"(87145, 69310, 1011)","(86897, 70194, 1002)",,,,,ee3bb8eaf6f2ff37a02e46fef482e798e95dbd2c,Line,
"(86897, 70194, 1002)","(86813, 70402, 999)",,,,,ee3bb8eaf6f2ff37a02e46fef482e798e95dbd2c,Line,
"(86813, 70402, 999)","(86849, 70873, 1007)",,,,,ee3bb8eaf6f2ff37a02e46fef482e798e95dbd2c,Line,
"(86849, 70873, 1007)","(86800, 71650, 1017)",,,,,ee3bb8eaf6f2ff37a02e46fef482e798e95dbd2c,Line,
"(86800, 71650, 1017)","(86874, 71720, 1022)",,,,,ee3bb8eaf6f2ff37a02e46fef482e798e95dbd2c,Line,
"(82472, 44151, 399)",,,,65 devPNB_02 at branch TTT,,,Line Strip,4550781e3552788fe3c3a8ed0fc6ac43f3bdf374
"(82472, 44151, 399)","(83302, 44680, 453)",,,,,4550781e3552788fe3c3a8ed0fc6ac43f3bdf374,Line,
"(83302, 44680, 453)","(84356, 45362, 508)",,,,,4550781e3552788fe3c3a8ed0fc6ac43f3bdf374,Line,
"(84356, 45362, 508)","(85485, 46134, 525)",,,,,4550781e3552788fe3c3a8ed0fc6ac43f3bdf374,Line,
"(85485, 46134, 525)","(85892, 45894, 523)",,,,,4550781e3552788fe3c3a8ed0fc6ac43f3bdf374,Line,
"(85892, 45894, 523)","(86643, 45762, 459)",,,,,4550781e3552788fe3c3a8ed0fc6ac43f3bdf374,Line,
"(86643, 45762, 459)","(87333, 45781, 401)",,,,,4550781e3552788fe3c3a8ed0fc6ac43f3bdf374,Line,
"(87333, 45781, 401)","(88166, 45918, 381)",,,,,4550781e3552788fe3c3a8ed0fc6ac43f3bdf374,Line,
"(88166, 45918, 381)","(88907, 46166, 364)",,,,,4550781e3552788fe3c3a8ed0fc6ac43f3bdf374,Line,
"(88907, 46166, 364)","(89463, 46629, 346)",,,,,4550781e3552788fe3c3a8ed0fc6ac43f3bdf374,Line,
"(89463, 46629, 346)","(90339, 47475, 357)",,,,,4550781e3552788fe3c3a8ed0fc6ac43f3bdf374,Line,
"(90339, 47475, 357)","(90972, 48188, 353)",,,,,4550781e3552788fe3c3a8ed0fc6ac43f3bdf374,Line,
"(90972, 48188, 353)","(91826, 49236, 336)",,,,,4550781e3552788fe3c3a8ed0fc6ac43f3bdf374,Line,
"(91826, 49236, 336)","(92466, 49885, 337)",,,,,4550781e3552788fe3c3a8ed0fc6ac43f3bdf374,Line,
"(84665, 44603, 801)",,,,66 devPNB_04 at branch,,,Line Strip,7f10b27590b4f1dd606bfe7cfe3ee04fe275e8e2
"(84665, 44603, 801)","(85181, 44622, 805)",,,,,7f10b27590b4f1dd606bfe7cfe3ee04fe275e8e2,Line,
"(85181, 44622, 805)","(85641, 44708, 810)",,,,,7f10b27590b4f1dd606bfe7cfe3ee04fe275e8e2,Line,
"(85641, 44708, 810)","(86152, 44985, 803)",,,,,7f10b27590b4f1dd606bfe7cfe3ee04fe275e8e2,Line,
"(86152, 44985, 803)","(86681, 45203, 787)",,,,,7f10b27590b4f1dd606bfe7cfe3ee04fe275e8e2,Line,
"(86681, 45203, 787)","(87208, 45430, 767)",,,,,7f10b27590b4f1dd606bfe7cfe3ee04fe275e8e2,Line,
"(87208, 45430, 767)","(87667, 45607, 769)",,,,,7f10b27590b4f1dd606bfe7cfe3ee04fe275e8e2,Line,
"(87667, 45607, 769)","(87968, 45870, 754)",,,,,7f10b27590b4f1dd606bfe7cfe3ee04fe275e8e2,Line,
"(87968, 45870, 754)","(87948, 46338, 745)",,,,,7f10b27590b4f1dd606bfe7cfe3ee04fe275e8e2,Line,
"(78183, 57153, 808)",,,,67 devPNB_08 at 2 branches,,,Line Strip,a5b53f1291cc309cfd60671b168de8f04e8b39f0
"(78183, 57153, 808)","(78128, 57606, 792)",,,,,a5b53f1291cc309cfd60671b168de8f04e8b39f0,Line,
"(78128, 57606, 792)","(78094, 57837, 789)",,,,,a5b53f1291cc309cfd60671b168de8f04e8b39f0,Line,
"(78094, 57837, 789)","(77908, 58234, 772)",,,,,a5b53f1291cc309cfd60671b168de8f04e8b39f0,Line,
"(94827, 43140, 1233)",,,,68 devPNB_09 at branch,,,Line Strip,7a5c1a57c012689d5d17b6a12c67b81e38bf52b1
"(94827, 43140, 1233)","(94982, 42923, 1231)",,,,,7a5c1a57c012689d5d17b6a12c67b81e38bf52b1,Line,
"(94982, 42923, 1231)","(95268, 42731, 1226)",,,,,7a5c1a57c012689d5d17b6a12c67b81e38bf52b1,Line,
"(95268, 42731, 1226)","(95492, 42636, 1234)",,,,,7a5c1a57c012689d5d17b6a12c67b81e38bf52b1,Line,
"(95492, 42636, 1234)","(95587, 42571, 1239)",,,,,7a5c1a57c012689d5d17b6a12c67b81e38bf52b1,Line,
"(92981, 44795, 1000)",,,,69 devPNB_10 at branch,,,Line Strip,514dbed674cacfad41a6143db95bc8bfb5e0bdc0
"(92981, 44795, 1000)","(93417, 45091, 1001)",,,,,514dbed674cacfad41a6143db95bc8bfb5e0bdc0,Line,
"(93417, 45091, 1001)","(93877, 45204, 1004)",,,,,514dbed674cacfad41a6143db95bc8bfb5e0bdc0,Line,
"(93877, 45204, 1004)","(94276, 45532, 997)",,,,,514dbed674cacfad41a6143db95bc8bfb5e0bdc0,Line,
"(94276, 45532, 997)","(94526, 45809, 1005)",,,,,514dbed674cacfad41a6143db95bc8bfb5e0bdc0,Line,
"(94526, 45809, 1005)","(94993, 46119, 998)",,,,,514dbed674cacfad41a6143db95bc8bfb5e0bdc0,Line,
"(94993, 46119, 998)","(95355, 46558, 1000)",,,,,514dbed674cacfad41a6143db95bc8bfb5e0bdc0,Line,
"(91208, 44707, 1215)",,,,70 devPNB_12 at branch,,,Line Strip,381f3627b4ef62f872bb6097bfe2111f2132b4fc
"(91208, 44707, 1215)","(91233, 44592, 1173)",,,,,381f3627b4ef62f872bb6097bfe2111f2132b4fc,Line,
"(91233, 44592, 1173)","(91568, 44471, 1135)",,,,,381f3627b4ef62f872bb6097bfe2111f2132b4fc,Line,
"(91568, 44471, 1135)","(91945, 44484, 1097)",,,,,381f3627b4ef62f872bb6097bfe2111f2132b4fc,Line,
"(91945, 44484, 1097)","(92318, 44515, 1051)",,,,,381f3627b4ef62f872bb6097bfe2111f2132b4fc,Line,
"(92318, 44515, 1051)","(92827, 44748, 1005)",,,,,381f3627b4ef62f872bb6097bfe2111f2132b4fc,Line,
"(91247, 44822, 1205)",,,,71 AIT,,,Line Strip,a0aad2e75e17919e9aacc05cc57fcbcb9e455c2f
"(91247, 44822, 1205)","(90954, 45385, 1259)",,,,,a0aad2e75e17919e9aacc05cc57fcbcb9e455c2f,Line,
"(90954, 45385, 1259)","(90532, 45495, 1339)",,,,,a0aad2e75e17919e9aacc05cc57fcbcb9e455c2f,Line,
"(90532, 45495, 1339)","(90280, 45830, 1382)",,,,,a0aad2e75e17919e9aacc05cc57fcbcb9e455c2f,Line,
"(90280, 45830, 1382)","(89740, 46046, 1438)",,,,,a0aad2e75e17919e9aacc05cc57fcbcb9e455c2f,Line,
"(89740, 46046, 1438)","(89393, 46224, 1490)",,,,,a0aad2e75e17919e9aacc05cc57fcbcb9e455c2f,Line,
"(89393, 46224, 1490)","(89143, 46391, 1542)",,,,,a0aad2e75e17919e9aacc05cc57fcbcb9e455c2f,Line,
"(89143, 46391, 1542)","(88932, 46590, 1567)",,,,,a0aad2e75e17919e9aacc05cc57fcbcb9e455c2f,Line,
"(88932, 46590, 1567)","(88585, 46801, 1604)",,,,,a0aad2e75e17919e9aacc05cc57fcbcb9e455c2f,Line,
"(88585, 46801, 1604)","(87986, 47145, 1650)",,,,,a0aad2e75e17919e9aacc05cc57fcbcb9e455c2f,Line,
"(87986, 47145, 1650)","(87325, 47359, 1703)",,,,,a0aad2e75e17919e9aacc05cc57fcbcb9e455c2f,Line,
"(87325, 47359, 1703)","(87131, 48044, 1742)",,,,,a0aad2e75e17919e9aacc05cc57fcbcb9e455c2f,Line,
"(87131, 48044, 1742)","(86985, 48537, 1796)",,,,,a0aad2e75e17919e9aacc05cc57fcbcb9e455c2f,Line,
"(86985, 48537, 1796)","(86845, 48908, 1873)",,,,,a0aad2e75e17919e9aacc05cc57fcbcb9e455c2f,Line,
"(86845, 48908, 1873)","(86588, 49425, 1931)",,,,,a0aad2e75e17919e9aacc05cc57fcbcb9e455c2f,Line,
"(86588, 49425, 1931)","(86317, 49851, 1979)",,,,,a0aad2e75e17919e9aacc05cc57fcbcb9e455c2f,Line,
"(86317, 49851, 1979)","(85884, 50665, 2013)",,,,,a0aad2e75e17919e9aacc05cc57fcbcb9e455c2f,Line,
"(90663, 43477, 1205)",,,,72 na,,,Line Strip,2743a1086fd1a68d3061d5a57c97bd90616a5aea
"(90663, 43477, 1205)","(90403, 43762, 1246)",,,,,2743a1086fd1a68d3061d5a57c97bd90616a5aea,Line,
"(90403, 43762, 1246)","(90182, 44015, 1275)",,,,,2743a1086fd1a68d3061d5a57c97bd90616a5aea,Line,
"(90182, 44015, 1275)","(90079, 44350, 1323)",,,,,2743a1086fd1a68d3061d5a57c97bd90616a5aea,Line,
"(90079, 44350, 1323)","(89945, 44483, 1379)",,,,,2743a1086fd1a68d3061d5a57c97bd90616a5aea,Line,
"(89945, 44483, 1379)","(89607, 44741, 1411)",,,,,2743a1086fd1a68d3061d5a57c97bd90616a5aea,Line,
"(89607, 44741, 1411)","(89566, 44943, 1410)",,,,,2743a1086fd1a68d3061d5a57c97bd90616a5aea,Line,
"(89566, 44943, 1410)","(89481, 45072, 1469)",,,,,2743a1086fd1a68d3061d5a57c97bd90616a5aea,Line,
"(89481, 45072, 1469)","(89229, 45296, 1521)",,,,,2743a1086fd1a68d3061d5a57c97bd90616a5aea,Line,
"(89229, 45296, 1521)","(88988, 45720, 1541)",,,,,2743a1086fd1a68d3061d5a57c97bd90616a5aea,Line,
"(88988, 45720, 1541)","(88675, 46201, 1554)",,,,,2743a1086fd1a68d3061d5a57c97bd90616a5aea,Line,
"(88675, 46201, 1554)","(88370, 46399, 1577)",,,,,2743a1086fd1a68d3061d5a57c97bd90616a5aea,Line,
"(88370, 46399, 1577)","(88229, 46776, 1585)",,,,,2743a1086fd1a68d3061d5a57c97bd90616a5aea,Line,
"(88229, 46776, 1585)","(88137, 47106, 1601)",,,,,2743a1086fd1a68d3061d5a57c97bd90616a5aea,Line,
"(88137, 47106, 1601)","(87866, 47464, 1632)",,,,,2743a1086fd1a68d3061d5a57c97bd90616a5aea,Line,
"(77291, 39827, 1157)",,,,73 devPNB_33a at branch,,,Line Strip,6e239f15a838dec96fa30fb93619b23fa5fc88a2
"(77291, 39827, 1157)","(77818, 40142, 1169)",,,,,6e239f15a838dec96fa30fb93619b23fa5fc88a2,Line,
"(77818, 40142, 1169)","(78194, 40390, 1169)",,,,,6e239f15a838dec96fa30fb93619b23fa5fc88a2,Line,
"(78194, 40390, 1169)","(78983, 40638, 1166)",,,,,6e239f15a838dec96fa30fb93619b23fa5fc88a2,Line,
"(78983, 40638, 1166)","(79264, 41541, 1192)",,,,,6e239f15a838dec96fa30fb93619b23fa5fc88a2,Line,
"(79264, 41541, 1192)","(79505, 42282, 1207)",,,,,6e239f15a838dec96fa30fb93619b23fa5fc88a2,Line,
"(79505, 42282, 1207)","(79765, 43248, 1226)",,,,,6e239f15a838dec96fa30fb93619b23fa5fc88a2,Line,
"(79765, 43248, 1226)","(79787, 43761, 1237)",,,,,6e239f15a838dec96fa30fb93619b23fa5fc88a2,Line,
"(79787, 43761, 1237)","(79836, 44256, 1255)",,,,,6e239f15a838dec96fa30fb93619b23fa5fc88a2,Line,
"(78983, 40638, 1166)",,,,74 devPNB_33b at branch,,,Line Strip,089427967abb1848dcc8ce9fcd41dfd263b72e1f
"(78983, 40638, 1166)","(79357, 40433, 1157)",,,,,089427967abb1848dcc8ce9fcd41dfd263b72e1f,Line,
"(79357, 40433, 1157)","(79587, 39758, 1157)",,,,,089427967abb1848dcc8ce9fcd41dfd263b72e1f,Line,
"(79587, 39758, 1157)","(79787, 39263, 1176)",,,,,089427967abb1848dcc8ce9fcd41dfd263b72e1f,Line,
"(79787, 39263, 1176)","(79932, 38412, 1179)",,,,,089427967abb1848dcc8ce9fcd41dfd263b72e1f,Line,
"(79932, 38412, 1179)","(79941, 37989, 1164)",,,,,089427967abb1848dcc8ce9fcd41dfd263b72e1f,Line,
"(79941, 37989, 1164)","(79519, 37484, 1176)",,,,,089427967abb1848dcc8ce9fcd41dfd263b72e1f,Line,
"(62717, 45550, 1088)",,,,"75 devPNB_34 across 2 branches AIT ",,,Line Strip,62c96e48f23a85165fb5c12f04fd7e5ae30fda26
"(62717, 45550, 1088)","(63332, 45510, 1027)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(63332, 45510, 1027)","(63999, 45440, 1002)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(63999, 45440, 1002)","(64645, 45123, 1004)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(64645, 45123, 1004)","(65135, 44651, 1027)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(65135, 44651, 1027)","(65617, 44209, 1046)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(65617, 44209, 1046)","(66488, 43445, 1067)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(66488, 43445, 1067)","(67523, 43011, 1065)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(67523, 43011, 1065)","(68833, 42649, 1019)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(68833, 42649, 1019)","(70013, 42493, 972)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(70013, 42493, 972)","(70991, 42301, 927)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(70991, 42301, 927)","(71584, 42334, 881)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(71584, 42334, 881)","(72491, 42291, 844)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(72491, 42291, 844)","(73280, 42385, 791)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(73280, 42385, 791)","(74153, 42622, 713)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(74153, 42622, 713)","(74416, 42858, 643)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(74416, 42858, 643)","(74996, 42987, 599)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(74996, 42987, 599)","(75624, 43136, 549)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(75624, 43136, 549)","(76328, 43090, 535)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(76328, 43090, 535)","(77220, 42981, 526)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(77220, 42981, 526)","(78089, 42903, 507)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(78089, 42903, 507)","(78779, 42931, 493)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(78779, 42931, 493)","(79537, 43012, 478)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(79537, 43012, 478)","(80368, 43218, 466)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(80368, 43218, 466)","(80934, 43480, 451)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(80934, 43480, 451)","(81530, 43686, 438)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(81530, 43686, 438)","(82009, 43775, 450)",,,,,62c96e48f23a85165fb5c12f04fd7e5ae30fda26,Line,
"(78250, 45061, 379)",,,,76 devPNB_20 at branch TTT,,,Line Strip,6b768e91a5d302d51ab7d8d0d29bf996fd4330ce
"(78250, 45061, 379)","(77951, 44956, 419)",,,,,6b768e91a5d302d51ab7d8d0d29bf996fd4330ce,Line,
"(77951, 44956, 419)","(77525, 44762, 462)",,,,,6b768e91a5d302d51ab7d8d0d29bf996fd4330ce,Line,
"(77525, 44762, 462)","(77146, 44558, 490)",,,,,6b768e91a5d302d51ab7d8d0d29bf996fd4330ce,Line,
"(77146, 44558, 490)","(76875, 44325, 522)",,,,,6b768e91a5d302d51ab7d8d0d29bf996fd4330ce,Line,
"(76875, 44325, 522)","(76507, 44003, 553)",,,,,6b768e91a5d302d51ab7d8d0d29bf996fd4330ce,Line,
"(92189, 40461, 1505)",,,,77 devPNB_25 at branch,,,Line Strip,15ba11046c2dece94725f15b43c5a8b43e833a26
"(92189, 40461, 1505)","(92093, 40356, 1511)",,,,,15ba11046c2dece94725f15b43c5a8b43e833a26,Line,
"(92093, 40356, 1511)","(91874, 40122, 1579)",,,,,15ba11046c2dece94725f15b43c5a8b43e833a26,Line,
"(91874, 40122, 1579)","(91378, 39913, 1640)",,,,,15ba11046c2dece94725f15b43c5a8b43e833a26,Line,
"(91378, 39913, 1640)","(91080, 39904, 1675)",,,,,15ba11046c2dece94725f15b43c5a8b43e833a26,Line,
"(91080, 39904, 1675)","(90460, 39449, 1747)",,,,,15ba11046c2dece94725f15b43c5a8b43e833a26,Line,
"(90460, 39449, 1747)","(89526, 38843, 1891)",,,,,15ba11046c2dece94725f15b43c5a8b43e833a26,Line,
"(83507, 51484, 353)",,,,78 na,,,Line Strip,025c356407083f5b89d51c22b770b69146af251b
"(83507, 51484, 353)","(83532, 51389, 384)",,,,,025c356407083f5b89d51c22b770b69146af251b,Line,
"(83532, 51389, 384)","(83601, 51309, 411)",,,,,025c356407083f5b89d51c22b770b69146af251b,Line,
"(83601, 51309, 411)","(83659, 51180, 443)",,,,,025c356407083f5b89d51c22b770b69146af251b,Line,
"(83659, 51180, 443)","(83734, 51061, 464)",,,,,025c356407083f5b89d51c22b770b69146af251b,Line,
"(91987, 52938, 1085)",,,,79 na,,,Line Strip,9ffca3742a9dd815881addc165b796a2cedcec9f
"(91987, 52938, 1085)","(92065, 52935, 1096)",,,,,9ffca3742a9dd815881addc165b796a2cedcec9f,Line,
"(92065, 52935, 1096)","(92161, 52894, 1108)",,,,,9ffca3742a9dd815881addc165b796a2cedcec9f,Line,
"(92161, 52894, 1108)","(92279, 52813, 1132)",,,,,9ffca3742a9dd815881addc165b796a2cedcec9f,Line,
"(92279, 52813, 1132)","(92337, 52750, 1146)",,,,,9ffca3742a9dd815881addc165b796a2cedcec9f,Line,
"(92337, 52750, 1146)","(92430, 52675, 1161)",,,,,9ffca3742a9dd815881addc165b796a2cedcec9f,Line,
"(92430, 52675, 1161)","(92519, 52553, 1174)",,,,,9ffca3742a9dd815881addc165b796a2cedcec9f,Line,
"(92519, 52553, 1174)","(92667, 52495, 1190)",,,,,9ffca3742a9dd815881addc165b796a2cedcec9f,Line,
"(92667, 52495, 1190)","(92806, 52342, 1217)",,,,,9ffca3742a9dd815881addc165b796a2cedcec9f,Line,
"(92806, 52342, 1217)","(92797, 52278, 1233)",,,,,9ffca3742a9dd815881addc165b796a2cedcec9f,Line,
"(85264, 62393, 1696)",,,,80 na,,,Line Strip,67b323add79cd906c75509692d64861378913f0e
"(85264, 62393, 1696)","(85134, 62321, 1707)",,,,,67b323add79cd906c75509692d64861378913f0e,Line,
"(85134, 62321, 1707)","(85044, 62278, 1720)",,,,,67b323add79cd906c75509692d64861378913f0e,Line,
"(85044, 62278, 1720)","(84908, 62234, 1736)",,,,,67b323add79cd906c75509692d64861378913f0e,Line,
"(84908, 62234, 1736)","(84859, 62226, 1744)",,,,,67b323add79cd906c75509692d64861378913f0e,Line,
"(81857, 65478, 960)",,,,81 na,,,Line Strip,2aa511bd847343f10cb7695ea414cf2180865920
"(81857, 65478, 960)","(81794, 65759, 964)",,,,,2aa511bd847343f10cb7695ea414cf2180865920,Line,
"(81794, 65759, 964)","(81783, 65994, 966)",,,,,2aa511bd847343f10cb7695ea414cf2180865920,Line,
"(81783, 65994, 966)","(81809, 66394, 974)",,,,,2aa511bd847343f10cb7695ea414cf2180865920,Line,
"(103451, 51903, 588)",,,,82 na,,,Line Strip,90d77e6d78a435f1cfddf8f34e971d5e708d29e1
"(103451, 51903, 588)","(102969, 52172, 566)",,,,,90d77e6d78a435f1cfddf8f34e971d5e708d29e1,Line,
"(102969, 52172, 566)","(102551, 52409, 536)",,,,,90d77e6d78a435f1cfddf8f34e971d5e708d29e1,Line,
"(102551, 52409, 536)","(102250, 52729, 519)",,,,,90d77e6d78a435f1cfddf8f34e971d5e708d29e1,Line,
"(102250, 52729, 519)","(102063, 52938, 496)",,,,,90d77e6d78a435f1cfddf8f34e971d5e708d29e1,Line,
"(102467, 47720, 235)",,,,83 na,,,Line Strip,fb6f16030de4e1f2eb49e2d4e0f4954328bd2019
"(102467, 47720, 235)","(102595, 47656, 247)",,,,,fb6f16030de4e1f2eb49e2d4e0f4954328bd2019,Line,
"(102595, 47656, 247)","(102690, 47613, 271)",,,,,fb6f16030de4e1f2eb49e2d4e0f4954328bd2019,Line,
"(102690, 47613, 271)","(102823, 47589, 303)",,,,,fb6f16030de4e1f2eb49e2d4e0f4954328bd2019,Line,
"(102823, 47589, 303)","(102918, 47526, 322)",,,,,fb6f16030de4e1f2eb49e2d4e0f4954328bd2019,Line,
"(103922, 50770, 1)",,,,84 na,,,Line Strip,f32220c780dc84c00b833482f7e2a0383096a2fb
"(103922, 50770, 1)","(103789, 50764, 15)",,,,,f32220c780dc84c00b833482f7e2a0383096a2fb,Line,
"(103789, 50764, 15)","(103647, 50773, 40)",,,,,f32220c780dc84c00b833482f7e2a0383096a2fb,Line,
"(103647, 50773, 40)","(103540, 50738, 65)",,,,,f32220c780dc84c00b833482f7e2a0383096a2fb,Line,
"(103540, 50738, 65)","(103428, 50715, 84)",,,,,f32220c780dc84c00b833482f7e2a0383096a2fb,Line,
"(108889, 46930, 980)",,,,03 TTT AIT,,,Line Strip,4c646c61be01ce1bc7202ae3b68ef294aebd28ff
"(108889, 46930, 980)","(108536, 46991, 949)",,,,,4c646c61be01ce1bc7202ae3b68ef294aebd28ff,Line,
"(108536, 46991, 949)","(108276, 47188, 918)",,,,,4c646c61be01ce1bc7202ae3b68ef294aebd28ff,Line,
"(108276, 47188, 918)","(107914, 47471, 879)",,,,,4c646c61be01ce1bc7202ae3b68ef294aebd28ff,Line,
"(107914, 47471, 879)","(107486, 47792, 843)",,,,,4c646c61be01ce1bc7202ae3b68ef294aebd28ff,Line,
"(107486, 47792, 843)","(106619, 48434, 778)",,,,,4c646c61be01ce1bc7202ae3b68ef294aebd28ff,Line,
"(106619, 48434, 778)","(105723, 49029, 754)",,,,,4c646c61be01ce1bc7202ae3b68ef294aebd28ff,Line,
"(105723, 49029, 754)","(105260, 49709, 722)",,,,,4c646c61be01ce1bc7202ae3b68ef294aebd28ff,Line,
"(105260, 49709, 722)","(104893, 50411, 691)",,,,,4c646c61be01ce1bc7202ae3b68ef294aebd28ff,Line,
"(104893, 50411, 691)","(104508, 50955, 655)",,,,,4c646c61be01ce1bc7202ae3b68ef294aebd28ff,Line,
