Coordinate 1,Coordinate 2,Ellipsoid Dimensions,Tags,Description,Segment IDs,Parent ID,Type,ID
"(92095, 39046, 1022)","(91936, 38102, 998)",,,,,ef605daf12a35786f71ef8363718c75c99a892cb,Line,
"(98880, 52871, 1002)",,,,32 AIT,,,Line Strip,d1e48892ebb96a2de7486431c86b05dd4aa9cbec
"(98880, 52871, 1002)","(98602, 52781, 1032)",,,,,d1e48892ebb96a2de7486431c86b05dd4aa9cbec,Line,
"(98602, 52781, 1032)","(98551, 52877, 1063)",,,,,d1e48892ebb96a2de7486431c86b05dd4aa9cbec,Line,
"(98551, 52877, 1063)","(98291, 52945, 1092)",,,,,d1e48892ebb96a2de7486431c86b05dd4aa9cbec,Line,
"(96859, 47352, 1076)",,,,33 na,,,Line Strip,d11d89027a8172436d43f1727fc0d699ce55cc0b
"(96859, 47352, 1076)","(97215, 46886, 1097)",,,,,d11d89027a8172436d43f1727fc0d699ce55cc0b,Line,
"(97215, 46886, 1097)","(97567, 46596, 1106)",,,,,d11d89027a8172436d43f1727fc0d699ce55cc0b,Line,
"(97567, 46596, 1106)","(97895, 46358, 1144)",,,,,d11d89027a8172436d43f1727fc0d699ce55cc0b,Line,
"(96427, 50185, 1202)",,,,34 AIT,,,Line Strip,80a768e9b7318b15e593077a8f409f0120bd16d7
"(96427, 50185, 1202)","(96518, 49495, 1212)",,,,,80a768e9b7318b15e593077a8f409f0120bd16d7,Line,
"(96518, 49495, 1212)","(96705, 48946, 1192)",,,,,80a768e9b7318b15e593077a8f409f0120bd16d7,Line,
"(96705, 48946, 1192)","(96770, 48318, 1154)",,,,,80a768e9b7318b15e593077a8f409f0120bd16d7,Line,
"(96770, 48318, 1154)","(96833, 47938, 1160)",,,,,80a768e9b7318b15e593077a8f409f0120bd16d7,Line,
"(96833, 47938, 1160)","(96695, 47368, 1155)",,,,,80a768e9b7318b15e593077a8f409f0120bd16d7,Line,
"(96695, 47368, 1155)","(96769, 46872, 1135)",,,,,80a768e9b7318b15e593077a8f409f0120bd16d7,Line,
"(96769, 46872, 1135)","(96976, 46398, 1126)",,,,,80a768e9b7318b15e593077a8f409f0120bd16d7,Line,
"(96976, 46398, 1126)","(97077, 45890, 1114)",,,,,80a768e9b7318b15e593077a8f409f0120bd16d7,Line,
"(97077, 45890, 1114)","(97451, 45302, 1103)",,,,,80a768e9b7318b15e593077a8f409f0120bd16d7,Line,
"(97451, 45302, 1103)","(97718, 44956, 1082)",,,,,80a768e9b7318b15e593077a8f409f0120bd16d7,Line,
"(93779, 46479, 951)",,,,35 AIT,,,Line Strip,957b08d7bf9e2d8c7ed89423a2b0d5d453bb2750
"(93779, 46479, 951)","(93919, 46769, 977)",,,,,957b08d7bf9e2d8c7ed89423a2b0d5d453bb2750,Line,
"(93919, 46769, 977)","(94393, 47403, 1004)",,,,,957b08d7bf9e2d8c7ed89423a2b0d5d453bb2750,Line,
"(94393, 47403, 1004)","(95219, 48151, 1041)",,,,,957b08d7bf9e2d8c7ed89423a2b0d5d453bb2750,Line,
"(95219, 48151, 1041)","(95431, 48508, 1062)",,,,,957b08d7bf9e2d8c7ed89423a2b0d5d453bb2750,Line,
"(95431, 48508, 1062)","(95837, 48977, 1102)",,,,,957b08d7bf9e2d8c7ed89423a2b0d5d453bb2750,Line,
"(95837, 48977, 1102)","(96143, 49496, 1156)",,,,,957b08d7bf9e2d8c7ed89423a2b0d5d453bb2750,Line,
"(96143, 49496, 1156)","(96652, 50016, 1177)",,,,,957b08d7bf9e2d8c7ed89423a2b0d5d453bb2750,Line,
"(96652, 50016, 1177)","(96960, 50310, 1214)",,,,,957b08d7bf9e2d8c7ed89423a2b0d5d453bb2750,Line,
"(96960, 50310, 1214)","(97435, 50627, 1246)",,,,,957b08d7bf9e2d8c7ed89423a2b0d5d453bb2750,Line,
"(97435, 50627, 1246)","(97921, 51054, 1288)",,,,,957b08d7bf9e2d8c7ed89423a2b0d5d453bb2750,Line,
"(97921, 51054, 1288)","(98413, 51484, 1310)",,,,,957b08d7bf9e2d8c7ed89423a2b0d5d453bb2750,Line,
"(98413, 51484, 1310)","(98853, 51919, 1338)",,,,,957b08d7bf9e2d8c7ed89423a2b0d5d453bb2750,Line,
"(98853, 51919, 1338)","(99221, 52136, 1386)",,,,,957b08d7bf9e2d8c7ed89423a2b0d5d453bb2750,Line,
"(99221, 52136, 1386)","(99604, 52461, 1407)",,,,,957b08d7bf9e2d8c7ed89423a2b0d5d453bb2750,Line,
"(98093, 46174, 1151)",,,,36 na,,,Line Strip,95ea7ca01bf66a267bdacdb2f88632e1a1342c37
"(98093, 46174, 1151)","(98319, 45975, 1164)",,,,,95ea7ca01bf66a267bdacdb2f88632e1a1342c37,Line,
"(98319, 45975, 1164)","(98605, 45690, 1173)",,,,,95ea7ca01bf66a267bdacdb2f88632e1a1342c37,Line,
"(98605, 45690, 1173)","(98927, 45483, 1193)",,,,,95ea7ca01bf66a267bdacdb2f88632e1a1342c37,Line,
"(98927, 45483, 1193)","(99312, 45200, 1214)",,,,,95ea7ca01bf66a267bdacdb2f88632e1a1342c37,Line,
"(96280, 50748, 1228)",,,,37 AIT,,,Line Strip,908dbf292dcaa623274db6a92a5241dc4667fab3
"(96280, 50748, 1228)","(96317, 51646, 1261)",,,,,908dbf292dcaa623274db6a92a5241dc4667fab3,Line,
"(96317, 51646, 1261)","(96067, 52314, 1310)",,,,,908dbf292dcaa623274db6a92a5241dc4667fab3,Line,
"(96067, 52314, 1310)","(95476, 53186, 1347)",,,,,908dbf292dcaa623274db6a92a5241dc4667fab3,Line,
"(95476, 53186, 1347)","(94868, 54054, 1370)",,,,,908dbf292dcaa623274db6a92a5241dc4667fab3,Line,
"(94868, 54054, 1370)","(94319, 54599, 1392)",,,,,908dbf292dcaa623274db6a92a5241dc4667fab3,Line,
"(94319, 54599, 1392)","(94154, 54952, 1424)",,,,,908dbf292dcaa623274db6a92a5241dc4667fab3,Line,
"(94154, 54952, 1424)","(93893, 55210, 1441)",,,,,908dbf292dcaa623274db6a92a5241dc4667fab3,Line,
"(93893, 55210, 1441)","(93543, 56165, 1470)",,,,,908dbf292dcaa623274db6a92a5241dc4667fab3,Line,
"(89361, 63106, 859)",,,,38 na,,,Line Strip,8d039d993c73fe4377a4cd226a6c1d5e7871cc01
"(89361, 63106, 859)","(89316, 63793, 830)",,,,,8d039d993c73fe4377a4cd226a6c1d5e7871cc01,Line,
"(89316, 63793, 830)","(89302, 64341, 791)",,,,,8d039d993c73fe4377a4cd226a6c1d5e7871cc01,Line,
"(89302, 64341, 791)","(89308, 64931, 747)",,,,,8d039d993c73fe4377a4cd226a6c1d5e7871cc01,Line,
"(89308, 64931, 747)","(89478, 65400, 704)",,,,,8d039d993c73fe4377a4cd226a6c1d5e7871cc01,Line,
"(89478, 65400, 704)","(89665, 65904, 652)",,,,,8d039d993c73fe4377a4cd226a6c1d5e7871cc01,Line,
"(89665, 65904, 652)","(89928, 66211, 614)",,,,,8d039d993c73fe4377a4cd226a6c1d5e7871cc01,Line,
"(89928, 66211, 614)","(89997, 66477, 563)",,,,,8d039d993c73fe4377a4cd226a6c1d5e7871cc01,Line,
"(86783, 64982, 419)",,,,39 AIT,,,Line Strip,032409bb35456d96529ab3b08037f0ae18364c97
"(86783, 64982, 419)","(86845, 65326, 434)",,,,,032409bb35456d96529ab3b08037f0ae18364c97,Line,
"(86845, 65326, 434)","(87069, 65906, 434)",,,,,032409bb35456d96529ab3b08037f0ae18364c97,Line,
"(87069, 65906, 434)","(87239, 66448, 454)",,,,,032409bb35456d96529ab3b08037f0ae18364c97,Line,
"(87239, 66448, 454)","(87691, 67089, 492)",,,,,032409bb35456d96529ab3b08037f0ae18364c97,Line,
"(85917, 57624, 563)",,,,40 na,,,Line Strip,a005a2473c51566dbf097aebe4567381c02d4aa3
"(85917, 57624, 563)","(85949, 57737, 525)",,,,,a005a2473c51566dbf097aebe4567381c02d4aa3,Line,
"(85949, 57737, 525)","(86002, 57935, 459)",,,,,a005a2473c51566dbf097aebe4567381c02d4aa3,Line,
"(86002, 57935, 459)","(85985, 58178, 390)",,,,,a005a2473c51566dbf097aebe4567381c02d4aa3,Line,
"(85985, 58178, 390)","(85789, 58366, 307)",,,,,a005a2473c51566dbf097aebe4567381c02d4aa3,Line,
"(86103, 58269, 703)",,,,41 devPNB_30 at branch,,,Line Strip,44d5b07702be6c2afa8139a14b59288f4abb4cd2
"(86103, 58269, 703)","(85773, 57638, 686)",,,,,44d5b07702be6c2afa8139a14b59288f4abb4cd2,Line,
"(85773, 57638, 686)","(85516, 56946, 672)",,,,,44d5b07702be6c2afa8139a14b59288f4abb4cd2,Line,
"(85516, 56946, 672)","(85372, 56268, 678)",,,,,44d5b07702be6c2afa8139a14b59288f4abb4cd2,Line,
"(85372, 56268, 678)","(85040, 55520, 665)",,,,,44d5b07702be6c2afa8139a14b59288f4abb4cd2,Line,
"(85040, 55520, 665)","(85067, 54960, 665)",,,,,44d5b07702be6c2afa8139a14b59288f4abb4cd2,Line,
"(85067, 54960, 665)","(85158, 54471, 646)",,,,,44d5b07702be6c2afa8139a14b59288f4abb4cd2,Line,
"(85158, 54471, 646)","(85198, 54116, 640)",,,,,44d5b07702be6c2afa8139a14b59288f4abb4cd2,Line,
"(85198, 54116, 640)","(85216, 53796, 645)",,,,,44d5b07702be6c2afa8139a14b59288f4abb4cd2,Line,
"(86342, 58928, 726)",,,,42 devPNB_31 at branch,,,Line Strip,ac2f33ffcf597894eb925b0a3c2cb315ea9e9080
"(86342, 58928, 726)","(86338, 60167, 745)",,,,,ac2f33ffcf597894eb925b0a3c2cb315ea9e9080,Line,
"(86338, 60167, 745)","(86723, 60958, 774)",,,,,ac2f33ffcf597894eb925b0a3c2cb315ea9e9080,Line,
"(86723, 60958, 774)","(86449, 61582, 798)",,,,,ac2f33ffcf597894eb925b0a3c2cb315ea9e9080,Line,
"(86449, 61582, 798)","(86527, 62500, 789)",,,,,ac2f33ffcf597894eb925b0a3c2cb315ea9e9080,Line,
"(86527, 62500, 789)","(86484, 63210, 803)",,,,,ac2f33ffcf597894eb925b0a3c2cb315ea9e9080,Line,
"(86484, 63210, 803)","(86663, 64086, 790)",,,,,ac2f33ffcf597894eb925b0a3c2cb315ea9e9080,Line,
"(93385, 65116, 797)",,,,43 na,,,Line Strip,49235b0f6bb24afd3a8c2869e8f72dc1297d154c
"(93385, 65116, 797)","(93537, 64551, 783)",,,,,49235b0f6bb24afd3a8c2869e8f72dc1297d154c,Line,
"(93537, 64551, 783)","(93292, 63962, 796)",,,,,49235b0f6bb24afd3a8c2869e8f72dc1297d154c,Line,
"(93292, 63962, 796)","(93116, 63335, 779)",,,,,49235b0f6bb24afd3a8c2869e8f72dc1297d154c,Line,
"(93116, 63335, 779)","(93121, 62832, 746)",,,,,49235b0f6bb24afd3a8c2869e8f72dc1297d154c,Line,
"(93121, 62832, 746)","(92987, 62293, 730)",,,,,49235b0f6bb24afd3a8c2869e8f72dc1297d154c,Line,
"(92987, 62293, 730)","(93034, 61705, 707)",,,,,49235b0f6bb24afd3a8c2869e8f72dc1297d154c,Line,
"(89067, 38846, 1971)",,,,44 na,,,Line Strip,f0e4fcf3f4db97d39e3c91ee05eef8bc583c41e5
"(89067, 38846, 1971)","(88371, 39215, 2049)",,,,,f0e4fcf3f4db97d39e3c91ee05eef8bc583c41e5,Line,
"(88371, 39215, 2049)","(87855, 39429, 2109)",,,,,f0e4fcf3f4db97d39e3c91ee05eef8bc583c41e5,Line,
"(87855, 39429, 2109)","(86967, 39085, 2169)",,,,,f0e4fcf3f4db97d39e3c91ee05eef8bc583c41e5,Line,
"(86241, 38709, 1800)",,,,45 AIT,,,Line Strip,f4f647c175802613c4c394c6fb152c7d44d26f4a
"(86241, 38709, 1800)","(86102, 39577, 1818)",,,,,f4f647c175802613c4c394c6fb152c7d44d26f4a,Line,
"(86102, 39577, 1818)","(85853, 40435, 1835)",,,,,f4f647c175802613c4c394c6fb152c7d44d26f4a,Line,
"(85853, 40435, 1835)","(85851, 41152, 1876)",,,,,f4f647c175802613c4c394c6fb152c7d44d26f4a,Line,
"(85851, 41152, 1876)","(85980, 41686, 1900)",,,,,f4f647c175802613c4c394c6fb152c7d44d26f4a,Line,
"(85980, 41686, 1900)","(86198, 42480, 1962)",,,,,f4f647c175802613c4c394c6fb152c7d44d26f4a,Line,
"(86198, 42480, 1962)","(86296, 42992, 1961)",,,,,f4f647c175802613c4c394c6fb152c7d44d26f4a,Line,
"(86296, 42992, 1961)","(86174, 43431, 1995)",,,,,f4f647c175802613c4c394c6fb152c7d44d26f4a,Line,
"(86174, 43431, 1995)","(85948, 43904, 2016)",,,,,f4f647c175802613c4c394c6fb152c7d44d26f4a,Line,
"(85948, 43904, 2016)","(85696, 44586, 2005)",,,,,f4f647c175802613c4c394c6fb152c7d44d26f4a,Line,
"(85696, 44586, 2005)","(85673, 45426, 2025)",,,,,f4f647c175802613c4c394c6fb152c7d44d26f4a,Line,
"(85673, 45426, 2025)","(85535, 46160, 2049)",,,,,f4f647c175802613c4c394c6fb152c7d44d26f4a,Line,
"(85535, 46160, 2049)","(85634, 46161, 2054)",,,,,f4f647c175802613c4c394c6fb152c7d44d26f4a,Line,
"(84570, 37807, 1700)",,,,46 na,,,Line Strip,e26722554d81418458c01a5b7d6a9f28e11f271e
"(84570, 37807, 1700)","(84696, 37710, 1640)",,,,,e26722554d81418458c01a5b7d6a9f28e11f271e,Line,
"(84696, 37710, 1640)","(84904, 37583, 1585)",,,,,e26722554d81418458c01a5b7d6a9f28e11f271e,Line,
"(84904, 37583, 1585)","(84929, 37574, 1552)",,,,,e26722554d81418458c01a5b7d6a9f28e11f271e,Line,
"(84929, 37574, 1552)","(84881, 37592, 1530)",,,,,e26722554d81418458c01a5b7d6a9f28e11f271e,Line,
"(84881, 37592, 1530)","(84783, 37602, 1487)",,,,,e26722554d81418458c01a5b7d6a9f28e11f271e,Line,
"(84783, 37602, 1487)","(84722, 37492, 1452)",,,,,e26722554d81418458c01a5b7d6a9f28e11f271e,Line,
"(84722, 37492, 1452)","(84655, 37418, 1429)",,,,,e26722554d81418458c01a5b7d6a9f28e11f271e,Line,
"(84655, 37418, 1429)","(84683, 37306, 1393)",,,,,e26722554d81418458c01a5b7d6a9f28e11f271e,Line,
"(84683, 37306, 1393)","(84585, 37027, 1300)",,,,,e26722554d81418458c01a5b7d6a9f28e11f271e,Line,
"(84585, 37027, 1300)","(84313, 37533, 1106)",,,,,e26722554d81418458c01a5b7d6a9f28e11f271e,Line,
"(84313, 37533, 1106)","(84027, 38059, 998)",,,,,e26722554d81418458c01a5b7d6a9f28e11f271e,Line,
"(84027, 38059, 998)","(84076, 38617, 945)",,,,,e26722554d81418458c01a5b7d6a9f28e11f271e,Line,
"(84076, 38617, 945)","(84044, 38926, 906)",,,,,e26722554d81418458c01a5b7d6a9f28e11f271e,Line,
"(84044, 38926, 906)","(83550, 39322, 819)",,,,,e26722554d81418458c01a5b7d6a9f28e11f271e,Line,
"(83550, 39322, 819)","(83529, 39346, 817)",,,,,e26722554d81418458c01a5b7d6a9f28e11f271e,Line,
"(83556, 39393, 806)",,,,47 na,,,Line Strip,761344e4b6a3a0c39d7014ccfa99bfd2d949fe9d
"(83556, 39393, 806)","(82818, 39534, 683)",,,,,761344e4b6a3a0c39d7014ccfa99bfd2d949fe9d,Line,
"(82818, 39534, 683)","(81845, 39021, 526)",,,,,761344e4b6a3a0c39d7014ccfa99bfd2d949fe9d,Line,
"(81845, 39021, 526)","(81180, 38980, 369)",,,,,761344e4b6a3a0c39d7014ccfa99bfd2d949fe9d,Line,
"(81180, 38980, 369)","(80864, 38856, 269)",,,,,761344e4b6a3a0c39d7014ccfa99bfd2d949fe9d,Line,
"(80864, 38856, 269)","(80627, 38789, 210)",,,,,761344e4b6a3a0c39d7014ccfa99bfd2d949fe9d,Line,
"(80627, 38789, 210)","(80335, 38810, 184)",,,,,761344e4b6a3a0c39d7014ccfa99bfd2d949fe9d,Line,
"(83469, 50208, 946)",,,,48 na,,,Line Strip,97b216f1c18c665f40992b51cbf1b389abd4e456
"(83469, 50208, 946)","(83706, 50328, 922)",,,,,97b216f1c18c665f40992b51cbf1b389abd4e456,Line,
"(83706, 50328, 922)","(84005, 50421, 899)",,,,,97b216f1c18c665f40992b51cbf1b389abd4e456,Line,
"(84005, 50421, 899)","(84357, 50563, 880)",,,,,97b216f1c18c665f40992b51cbf1b389abd4e456,Line,
"(82570, 44201, 230)",,,,49 na,,,Line Strip,347d432e3537d461d3ef9c7881b920cc1ac81081
"(82570, 44201, 230)","(82611, 43799, 188)",,,,,347d432e3537d461d3ef9c7881b920cc1ac81081,Line,
"(82611, 43799, 188)","(82588, 43516, 148)",,,,,347d432e3537d461d3ef9c7881b920cc1ac81081,Line,
"(82588, 43516, 148)","(82536, 43302, 106)",,,,,347d432e3537d461d3ef9c7881b920cc1ac81081,Line,
"(82536, 43302, 106)","(82728, 42557, 6)",,,,,347d432e3537d461d3ef9c7881b920cc1ac81081,Line,
"(82593, 44471, 251)",,,,50 na,,,Line Strip,1e1fed3181d05180e112f36d95f0fc168db1ea42
"(82593, 44471, 251)","(82516, 45416, 375)",,,,,1e1fed3181d05180e112f36d95f0fc168db1ea42,Line,
"(82516, 45416, 375)","(82484, 46307, 479)",,,,,1e1fed3181d05180e112f36d95f0fc168db1ea42,Line,
"(82484, 46307, 479)","(82624, 47456, 569)",,,,,1e1fed3181d05180e112f36d95f0fc168db1ea42,Line,
"(82624, 47456, 569)","(82698, 48341, 655)",,,,,1e1fed3181d05180e112f36d95f0fc168db1ea42,Line,
"(82698, 48341, 655)","(82928, 48758, 744)",,,,,1e1fed3181d05180e112f36d95f0fc168db1ea42,Line,
"(82928, 48758, 744)","(83242, 49194, 821)",,,,,1e1fed3181d05180e112f36d95f0fc168db1ea42,Line,
"(83242, 49194, 821)","(83548, 49702, 884)",,,,,1e1fed3181d05180e112f36d95f0fc168db1ea42,Line,
"(83548, 49702, 884)","(83848, 50214, 951)",,,,,1e1fed3181d05180e112f36d95f0fc168db1ea42,Line,
"(83034, 41183, 958)",,,,51 na,,,Line Strip,160fed11d6745ba4f643c0445ed69207ed4ab75f
"(83034, 41183, 958)","(83472, 41609, 955)",,,,,160fed11d6745ba4f643c0445ed69207ed4ab75f,Line,
"(83472, 41609, 955)","(83421, 42365, 943)",,,,,160fed11d6745ba4f643c0445ed69207ed4ab75f,Line,
"(83421, 42365, 943)","(83485, 42896, 955)",,,,,160fed11d6745ba4f643c0445ed69207ed4ab75f,Line,
"(83485, 42896, 955)","(83736, 43730, 999)",,,,,160fed11d6745ba4f643c0445ed69207ed4ab75f,Line,
"(83736, 43730, 999)","(83553, 44358, 990)",,,,,160fed11d6745ba4f643c0445ed69207ed4ab75f,Line,
"(83553, 44358, 990)","(83154, 45106, 1003)",,,,,160fed11d6745ba4f643c0445ed69207ed4ab75f,Line,
"(83154, 45106, 1003)","(83091, 45844, 1011)",,,,,160fed11d6745ba4f643c0445ed69207ed4ab75f,Line,
"(83091, 45844, 1011)","(83233, 46510, 1020)",,,,,160fed11d6745ba4f643c0445ed69207ed4ab75f,Line,
"(83233, 46510, 1020)","(83263, 47090, 1048)",,,,,160fed11d6745ba4f643c0445ed69207ed4ab75f,Line,
"(83263, 47090, 1048)","(83425, 47716, 1057)",,,,,160fed11d6745ba4f643c0445ed69207ed4ab75f,Line,
"(84046, 46553, 946)",,,,52 na,,,Line Strip,ad758b0059f391745da7069a249432133873e112
"(84046, 46553, 946)","(84001, 47297, 978)",,,,,ad758b0059f391745da7069a249432133873e112,Line,
"(84001, 47297, 978)","(83903, 47618, 1001)",,,,,ad758b0059f391745da7069a249432133873e112,Line,
"(83903, 47618, 1001)","(83785, 48142, 999)",,,,,ad758b0059f391745da7069a249432133873e112,Line,
"(83785, 48142, 999)","(83747, 48331, 998)",,,,,ad758b0059f391745da7069a249432133873e112,Line,
"(86464, 42213, 500)",,,,53 dendrite,,,Line Strip,21bbbafd356fb4daad44571da068ff99a4214800
"(86464, 42213, 500)","(86493, 41680, 491)",,,,,21bbbafd356fb4daad44571da068ff99a4214800,Line,
"(86493, 41680, 491)","(86772, 41266, 495)",,,,,21bbbafd356fb4daad44571da068ff99a4214800,Line,
"(78608, 46738, 509)",,,,54 na,,,Line Strip,571fcbd5b761dd0d9fd84290f136a28c4d1444ca
"(78608, 46738, 509)","(77940, 46747, 511)",,,,,571fcbd5b761dd0d9fd84290f136a28c4d1444ca,Line,
"(77940, 46747, 511)","(77155, 46564, 520)",,,,,571fcbd5b761dd0d9fd84290f136a28c4d1444ca,Line,
"(77155, 46564, 520)","(76376, 46422, 515)",,,,,571fcbd5b761dd0d9fd84290f136a28c4d1444ca,Line,
"(76376, 46422, 515)","(75728, 46235, 505)",,,,,571fcbd5b761dd0d9fd84290f136a28c4d1444ca,Line,
"(75728, 46235, 505)","(75105, 46033, 483)",,,,,571fcbd5b761dd0d9fd84290f136a28c4d1444ca,Line,
"(75105, 46033, 483)","(74544, 45744, 485)",,,,,571fcbd5b761dd0d9fd84290f136a28c4d1444ca,Line,
"(75869, 44845, 2)",,,,55 na,,,Line Strip,523e66d1e19587ddfaa409a6d001079ab94734fb
"(75869, 44845, 2)","(75831, 44804, 94)",,,,,523e66d1e19587ddfaa409a6d001079ab94734fb,Line,
"(75831, 44804, 94)","(75669, 44811, 144)",,,,,523e66d1e19587ddfaa409a6d001079ab94734fb,Line,
"(75669, 44811, 144)","(75565, 44730, 195)",,,,,523e66d1e19587ddfaa409a6d001079ab94734fb,Line,
"(75565, 44730, 195)","(75309, 44609, 267)",,,,,523e66d1e19587ddfaa409a6d001079ab94734fb,Line,
"(75309, 44609, 267)","(75192, 44549, 337)",,,,,523e66d1e19587ddfaa409a6d001079ab94734fb,Line,
"(75192, 44549, 337)","(75124, 44443, 391)",,,,,523e66d1e19587ddfaa409a6d001079ab94734fb,Line,
"(75124, 44443, 391)","(75185, 44069, 460)",,,,,523e66d1e19587ddfaa409a6d001079ab94734fb,Line,
"(71301, 41908, 753)",,,,56 na,,,Line Strip,a43732b07bb4ecd1ae90bf755a6a46b58f7b5b7a
"(71301, 41908, 753)","(71354, 41734, 685)",,,,,a43732b07bb4ecd1ae90bf755a6a46b58f7b5b7a,Line,
"(71354, 41734, 685)","(71490, 41503, 604)",,,,,a43732b07bb4ecd1ae90bf755a6a46b58f7b5b7a,Line,
"(71490, 41503, 604)","(71532, 41501, 547)",,,,,a43732b07bb4ecd1ae90bf755a6a46b58f7b5b7a,Line,
"(71532, 41501, 547)","(71493, 41513, 475)",,,,,a43732b07bb4ecd1ae90bf755a6a46b58f7b5b7a,Line,
"(71493, 41513, 475)","(70851, 41348, 399)",,,,,a43732b07bb4ecd1ae90bf755a6a46b58f7b5b7a,Line,
"(73908, 45592, 1326)",,,,57 devPNB_19 at branch,,,Line Strip,dc080bfb40c41bdc3b770005dc23b4d7a1a54d84
"(73908, 45592, 1326)","(72989, 45019, 1237)",,,,,dc080bfb40c41bdc3b770005dc23b4d7a1a54d84,Line,
"(72989, 45019, 1237)","(71578, 44457, 1158)",,,,,dc080bfb40c41bdc3b770005dc23b4d7a1a54d84,Line,
"(71578, 44457, 1158)","(70812, 44443, 1094)",,,,,dc080bfb40c41bdc3b770005dc23b4d7a1a54d84,Line,
"(70812, 44443, 1094)","(69903, 44579, 1051)",,,,,dc080bfb40c41bdc3b770005dc23b4d7a1a54d84,Line,
"(69903, 44579, 1051)","(69327, 44563, 1003)",,,,,dc080bfb40c41bdc3b770005dc23b4d7a1a54d84,Line,
"(69327, 44563, 1003)","(68646, 44745, 960)",,,,,dc080bfb40c41bdc3b770005dc23b4d7a1a54d84,Line,
"(68646, 44745, 960)","(67573, 45143, 901)",,,,,dc080bfb40c41bdc3b770005dc23b4d7a1a54d84,Line,
"(67573, 45143, 901)","(66854, 45357, 856)",,,,,dc080bfb40c41bdc3b770005dc23b4d7a1a54d84,Line,
"(66854, 45357, 856)","(66062, 45669, 787)",,,,,dc080bfb40c41bdc3b770005dc23b4d7a1a54d84,Line,
"(66062, 45669, 787)","(65190, 45723, 754)",,,,,dc080bfb40c41bdc3b770005dc23b4d7a1a54d84,Line,
"(65190, 45723, 754)","(64147, 45677, 721)",,,,,dc080bfb40c41bdc3b770005dc23b4d7a1a54d84,Line,
"(64147, 45677, 721)","(63617, 45741, 678)",,,,,dc080bfb40c41bdc3b770005dc23b4d7a1a54d84,Line,
"(63617, 45741, 678)","(62698, 45815, 646)",,,,,dc080bfb40c41bdc3b770005dc23b4d7a1a54d84,Line,
"(62698, 45815, 646)","(62130, 45814, 625)",,,,,dc080bfb40c41bdc3b770005dc23b4d7a1a54d84,Line,
"(75698, 43579, 98)",,,,58 na,,,Line Strip,1f61241eba8a281a656eb0944dec42c688366b90
"(75698, 43579, 98)","(75076, 43570, 109)",,,,,1f61241eba8a281a656eb0944dec42c688366b90,Line,
"(75076, 43570, 109)","(74433, 43390, 159)",,,,,1f61241eba8a281a656eb0944dec42c688366b90,Line,
"(74433, 43390, 159)","(73704, 42693, 245)",,,,,1f61241eba8a281a656eb0944dec42c688366b90,Line,
"(73704, 42693, 245)","(73089, 42185, 308)",,,,,1f61241eba8a281a656eb0944dec42c688366b90,Line,
"(73089, 42185, 308)","(72641, 41736, 362)",,,,,1f61241eba8a281a656eb0944dec42c688366b90,Line,
"(72641, 41736, 362)","(72177, 41435, 396)",,,,,1f61241eba8a281a656eb0944dec42c688366b90,Line,
"(72177, 41435, 396)","(72069, 41212, 438)",,,,,1f61241eba8a281a656eb0944dec42c688366b90,Line,
"(72069, 41212, 438)","(71992, 41086, 476)",,,,,1f61241eba8a281a656eb0944dec42c688366b90,Line,
"(71992, 41086, 476)","(71872, 40924, 521)",,,,,1f61241eba8a281a656eb0944dec42c688366b90,Line,
"(71872, 40924, 521)","(71509, 40671, 569)",,,,,1f61241eba8a281a656eb0944dec42c688366b90,Line,
"(71509, 40671, 569)","(70995, 40576, 591)",,,,,1f61241eba8a281a656eb0944dec42c688366b90,Line,
"(70995, 40576, 591)","(70522, 40376, 607)",,,,,1f61241eba8a281a656eb0944dec42c688366b90,Line,
"(70522, 40376, 607)","(70042, 40262, 644)",,,,,1f61241eba8a281a656eb0944dec42c688366b90,Line,
"(77463, 53875, 1467)",,,,59 AIT,,,Line Strip,d7b67da1760defbb9ee82a062d4bb6cbbe3ad627
"(77463, 53875, 1467)","(78102, 53273, 1477)",,,,,d7b67da1760defbb9ee82a062d4bb6cbbe3ad627,Line,
"(78102, 53273, 1477)","(78643, 52803, 1448)",,,,,d7b67da1760defbb9ee82a062d4bb6cbbe3ad627,Line,
"(78643, 52803, 1448)","(79053, 52313, 1429)",,,,,d7b67da1760defbb9ee82a062d4bb6cbbe3ad627,Line,
"(79053, 52313, 1429)","(79563, 51977, 1394)",,,,,d7b67da1760defbb9ee82a062d4bb6cbbe3ad627,Line,
"(79563, 51977, 1394)","(79971, 51692, 1377)",,,,,d7b67da1760defbb9ee82a062d4bb6cbbe3ad627,Line,
"(105575, 43299, 1053)",,,,60 na,,,Line Strip,12bed8dd1345dcbb4496a978838043d09a5f05e3
"(105575, 43299, 1053)","(106030, 42963, 1044)",,,,,12bed8dd1345dcbb4496a978838043d09a5f05e3,Line,
"(106030, 42963, 1044)","(106823, 42656, 1041)",,,,,12bed8dd1345dcbb4496a978838043d09a5f05e3,Line,
"(106823, 42656, 1041)","(107309, 42474, 1036)",,,,,12bed8dd1345dcbb4496a978838043d09a5f05e3,Line,
"(107309, 42474, 1036)","(107990, 42456, 1024)",,,,,12bed8dd1345dcbb4496a978838043d09a5f05e3,Line,
